Element type                                            Size  Used MEM
-------------------------------------------------------------------------------
Storage on cuda:0
Tensor0                                              (10, 1)   512.00B
Tensor652                                             (8, 8)   512.00B
Tensor653                                               (8,)   512.00B
Tensor654                                               (8,)   512.00B
Tensor655                                               (8,)   512.00B
Tensor656                                             (2, 8)   512.00B
Tensor657                                             (2, 8)   512.00B
Tensor658                                             (2, 8)   512.00B
Tensor659                                               (2,)   512.00B
Tensor660                                               (2,)   512.00B
Tensor661                                               (2,)   512.00B
Tensor662                                             (8, 1)   512.00B
Tensor663                                             (8, 1)   512.00B
Tensor664                                             (8, 1)   512.00B
Tensor665                                               (8,)   512.00B
Tensor666                                               (8,)   512.00B
Tensor667                                               (8,)   512.00B
Tensor668                                             (8, 8)   512.00B
Tensor669                                             (8, 8)   512.00B
Tensor670                                             (8, 8)   512.00B
Tensor671                                               (8,)   512.00B
Tensor672                                               (8,)   512.00B
Tensor673                                               (8,)   512.00B
Tensor674                                             (2, 8)   512.00B
Tensor675                                             (2, 8)   512.00B
Tensor676                                             (2, 8)   512.00B
Tensor677                                               (2,)   512.00B
Tensor678                                               (2,)   512.00B
Tensor679                                               (2,)   512.00B
Tensor680                                               (1,)   512.00B
Tensor681                                               (1,)   512.00B
Parameter682                                          (8, 1)   512.00B
Parameter682.grad                                     (8, 1)     0.00B
Parameter683                                            (8,)   512.00B
Parameter683.grad                                       (8,)     0.00B
Parameter684                                          (8, 8)   512.00B
Parameter684.grad                                     (8, 8)     0.00B
Parameter685                                            (8,)   512.00B
Parameter685.grad                                       (8,)     0.00B
Parameter686                                          (2, 8)   512.00B
Parameter686.grad                                     (2, 8)     0.00B
Parameter687                                            (2,)   512.00B
Parameter687.grad                                       (2,)     0.00B
Parameter688                                          (8, 1)   512.00B
Parameter688.grad                                     (8, 1)     0.00B
Parameter689                                            (8,)   512.00B
Parameter689.grad                                       (8,)     0.00B
Parameter690                                          (8, 8)   512.00B
Parameter690.grad                                     (8, 8)     0.00B
Parameter691                                            (8,)   512.00B
Parameter691.grad                                       (8,)     0.00B
Parameter692                                          (2, 8)   512.00B
Parameter692.grad                                     (2, 8)     0.00B
Parameter693                                            (2,)   512.00B
Parameter693.grad                                       (2,)     0.00B
Parameter694                                          (8, 1)   512.00B
Parameter694.grad                                     (8, 1)     0.00B
Parameter695                                            (8,)   512.00B
Parameter695.grad                                       (8,)     0.00B
Parameter696                                          (8, 8)   512.00B
Parameter696.grad                                     (8, 8)     0.00B
Parameter697                                            (8,)   512.00B
Parameter697.grad                                       (8,)     0.00B
Parameter698                                          (2, 8)   512.00B
Parameter698.grad                                     (2, 8)     0.00B
Parameter699                                            (2,)   512.00B
Parameter699.grad                                       (2,)     0.00B
Parameter700                                          (8, 1)   512.00B
Parameter700.grad                                     (8, 1)     0.00B
Parameter701                                            (8,)   512.00B
Parameter701.grad                                       (8,)     0.00B
Parameter702                                          (8, 8)   512.00B
Parameter702.grad                                     (8, 8)     0.00B
Parameter703                                            (8,)   512.00B
Parameter703.grad                                       (8,)     0.00B
Parameter704                                          (2, 8)   512.00B
Parameter704.grad                                     (2, 8)     0.00B
Parameter705                                            (2,)   512.00B
Parameter705.grad                                       (2,)     0.00B
Parameter706                                          (8, 1)   512.00B
Parameter706.grad                                     (8, 1)     0.00B
Parameter707                                            (8,)   512.00B
Parameter707.grad                                       (8,)     0.00B
Parameter708                                          (8, 8)   512.00B
Parameter708.grad                                     (8, 8)     0.00B
Parameter709                                            (8,)   512.00B
Parameter709.grad                                       (8,)     0.00B
Parameter710                                          (2, 8)   512.00B
Parameter710.grad                                     (2, 8)     0.00B
Parameter711                                            (2,)   512.00B
Parameter711.grad                                       (2,)     0.00B
Tensor712                                               (1,)   512.00B
Tensor713                                               (1,)   512.00B
Tensor714                                          (1000, 1)     4.00K
Tensor715                                               (1,)   512.00B
Tensor716                                               (1,)   512.00B
Tensor717                                          (1000, 1)     4.00K
Tensor718                                               (1,)   512.00B
Tensor719                                               (1,)   512.00B
Tensor720                                          (1000, 1)     4.00K
Tensor721                                               (1,)   512.00B
Tensor722                                               (1,)   512.00B
Tensor723                                          (1000, 1)     4.00K
Tensor724                                               (1,)   512.00B
Tensor725                                               (1,)   512.00B
Tensor726                                          (1000, 1)     4.00K
Tensor727                                               (1,)   512.00B
Tensor728                                               (1,)   512.00B
Tensor729                                               (1,)   512.00B
Tensor730                                               (1,)   512.00B
Tensor731                                               (1,)   512.00B
Tensor732                                               (1,)   512.00B
Tensor733                                               (1,)   512.00B
Tensor734                                               (1,)   512.00B
Tensor735                                          (1000, 1)     4.00K
Tensor736                                          (1000, 1)     4.00K
Tensor737                                          (1000, 1)     4.00K
Tensor738                                          (1000, 1)     0.00B
Tensor739                                          (1000, 1)     4.00K
Tensor740                                          (1000, 1)     0.00B
Tensor741                                          (1000, 1)     4.00K
Tensor742                                          (1000, 1)     0.00B
Tensor743                                          (1000, 1)     4.00K
Tensor744                                          (1000, 1)     0.00B
Tensor745                                          (1000, 1)     4.00K
Tensor746                                          (1000, 1)     0.00B
Tensor747                                          (1000, 1)     4.00K
Tensor748                                          (1000, 1)     0.00B
Tensor749                                          (1000, 1)     4.00K
Tensor750                                          (1000, 1)     0.00B
Tensor751                                          (1000, 1)     4.00K
Tensor752                                          (1000, 1)     0.00B
Tensor753                                          (1000, 1)     4.00K
Parameter754                                      (256, 256)   256.00K
Parameter755                                          (256,)     1.00K
Tensor756                                         (256, 256)   256.00K
Tensor757                                             (256,)     2.00K
Parameter758                                        (256, 1)     1.00K
Parameter759                                          (256,)     1.00K
Tensor760                                           (256, 1)     1.00K
Tensor761                                             (256,)     2.00K
Parameter762                                      (256, 279)   279.00K
Parameter763                                          (256,)     1.00K
Parameter764                                        (2, 256)     2.00K
Parameter765                                            (2,)   512.00B
Tensor766                                           (2, 256)     2.00K
Tensor767                                               (2,)   512.00B
Tensor768                                               (1,)   512.00B
Tensor769                                               (1,)   512.00B
Tensor770                                               (1,)   512.00B
Tensor771                                               (1,)   512.00B
Tensor772                                               (1,)   512.00B
Tensor773                                               (1,)   512.00B
Tensor774                                               (1,)   512.00B
Tensor775                                               (1,)   512.00B
Tensor776                                               (1,)   512.00B
Tensor777                                               (1,)   512.00B
Tensor778                                               (1,)   512.00B
Tensor779                                               (1,)   512.00B
Tensor780                                               (1,)   512.00B
Tensor781                                               (1,)   512.00B
Tensor782                                               (1,)   512.00B
Tensor783                                               (1,)   512.00B
Tensor784                                               (1,)   512.00B
Tensor785                                          (111709,)   436.50K
Tensor786                                          (111709,)   436.50K
Tensor787                                          (1000, 1)     4.00K
Parameter788                                        (256, 1)     1.00K
Parameter789                                          (256,)     1.00K
Tensor790                                           (256, 1)     1.00K
Tensor791                                             (256,)     2.00K
Parameter792                                      (256, 279)   279.00K
Parameter793                                          (256,)     1.00K
Parameter794                                        (2, 256)     2.00K
Parameter795                                            (2,)   512.00B
Tensor796                                           (2, 256)     2.00K
Tensor797                                               (2,)   512.00B
Parameter798                                        (256, 1)     1.00K
Parameter799                                          (256,)     1.00K
Tensor800                                           (256, 1)     1.00K
Tensor801                                             (256,)     2.00K
Parameter802                                      (256, 279)   279.00K
Parameter803                                          (256,)     1.00K
Parameter804                                        (2, 256)     2.00K
Parameter805                                            (2,)   512.00B
Tensor806                                           (2, 256)     2.00K
Tensor807                                               (2,)   512.00B
Parameter808                                      (9975614,)    38.05M
Parameter809                                          (893,)     3.50K
Tensor810                                       (2, 9975614)   152.22M
Parameter811                                          (893,)     3.50K
Parameter812                                          (893,)     3.50K
Parameter813                                        (56973,)   223.00K
Parameter814                                          (638,)     2.50K
Tensor815                                         (2, 56973)   890.50K
Parameter816                                          (638,)     2.50K
Parameter817                                          (638,)     2.50K
Parameter818                                        (35600,)   139.50K
Parameter819                                          (558,)     2.50K
Tensor820                                         (2, 35600)   556.50K
Parameter821                                          (558,)     2.50K
Parameter822                                          (558,)     2.50K
Parameter823                                        (15568,)    61.00K
Parameter824                                          (279,)     1.50K
Tensor825                                         (2, 15568)   243.50K
Parameter826                                          (279,)     1.50K
Parameter827                                          (279,)     1.50K
Parameter828                                         (7784,)    30.50K
Parameter829                                          (279,)     1.50K
Tensor830                                          (2, 7784)   122.00K
Parameter831                                          (8, 1)   512.00B
Parameter832                                            (8,)   512.00B
Tensor833                                             (8, 1)   512.00B
Parameter834                                          (8, 8)   512.00B
Parameter835                                            (8,)   512.00B
Tensor836                                             (8, 8)   512.00B
Parameter837                                          (2, 8)   512.00B
Parameter838                                            (2,)   512.00B
Tensor839                                             (2, 8)   512.00B
Parameter840                                          (8, 1)   512.00B
Parameter841                                            (8,)   512.00B
Tensor842                                             (8, 1)   512.00B
Parameter843                                          (8, 8)   512.00B
Parameter844                                            (8,)   512.00B
Tensor845                                             (8, 8)   512.00B
Parameter846                                          (2, 8)   512.00B
Parameter847                                            (2,)   512.00B
Tensor848                                             (2, 8)   512.00B
Parameter849                                          (8, 1)   512.00B
Parameter850                                            (8,)   512.00B
Tensor851                                             (8, 1)   512.00B
Parameter852                                          (8, 8)   512.00B
Parameter853                                            (8,)   512.00B
Tensor854                                             (8, 8)   512.00B
Parameter855                                          (2, 8)   512.00B
Parameter856                                            (2,)   512.00B
Tensor857                                             (2, 8)   512.00B
Parameter858                                          (8, 1)   512.00B
Parameter859                                            (8,)   512.00B
Tensor860                                             (8, 1)   512.00B
Parameter861                                          (8, 8)   512.00B
Parameter862                                            (8,)   512.00B
Tensor863                                             (8, 8)   512.00B
Parameter864                                          (2, 8)   512.00B
Parameter865                                            (2,)   512.00B
Tensor866                                             (2, 8)   512.00B
Parameter867                                          (8, 1)   512.00B
Parameter868                                            (8,)   512.00B
Tensor869                                             (8, 1)   512.00B
Parameter870                                          (8, 8)   512.00B
Parameter871                                            (8,)   512.00B
Tensor872                                             (8, 8)   512.00B
Parameter873                                          (2, 8)   512.00B
Parameter874                                            (2,)   512.00B
Tensor875                                             (2, 8)   512.00B
Tensor876                                             (8, 1)   512.00B
Tensor877                                             (8, 8)   512.00B
Tensor878                                             (2, 8)   512.00B
Tensor879                                             (8, 1)   512.00B
Tensor880                                             (8, 8)   512.00B
Tensor881                                             (2, 8)   512.00B
Tensor882                                             (8, 1)   512.00B
Tensor883                                             (8, 8)   512.00B
Tensor884                                             (2, 8)   512.00B
Tensor885                                             (8, 1)   512.00B
Tensor886                                             (8, 8)   512.00B
Tensor887                                             (2, 8)   512.00B
Tensor888                                             (8, 1)   512.00B
Tensor889                                             (8, 8)   512.00B
Tensor890                                             (2, 8)   512.00B
Parameter891                                      (256, 256)   256.00K
Parameter892                                          (256,)     1.00K
Tensor893                                         (256, 256)   256.00K
Tensor894                                             (256,)     2.00K
Parameter895                                      (256, 256)   256.00K
Parameter896                                          (256,)     1.00K
Tensor897                                         (256, 256)   256.00K
Tensor898                                             (256,)     2.00K
Parameter899                                      (256, 256)   256.00K
Parameter900                                          (256,)     1.00K
Tensor901                                         (256, 256)   256.00K
Tensor902                                             (256,)     2.00K
Parameter903                                      (256, 256)   256.00K
Parameter904                                          (256,)     1.00K
Tensor905                                         (256, 256)   256.00K
Tensor906                                             (256,)     2.00K
Parameter907                                          (8, 1)   512.00B
Parameter907.grad                                     (8, 1)     0.00B
Parameter908                                            (8,)   512.00B
Parameter908.grad                                       (8,)     0.00B
Parameter909                                          (8, 8)   512.00B
Parameter909.grad                                     (8, 8)     0.00B
Parameter910                                            (8,)   512.00B
Parameter910.grad                                       (8,)     0.00B
Parameter911                                          (2, 8)   512.00B
Parameter911.grad                                     (2, 8)     0.00B
Parameter912                                            (2,)   512.00B
Parameter912.grad                                       (2,)     0.00B
Parameter913                                          (8, 1)   512.00B
Parameter913.grad                                     (8, 1)     0.00B
Parameter914                                            (8,)   512.00B
Parameter914.grad                                       (8,)     0.00B
Parameter915                                          (8, 8)   512.00B
Parameter915.grad                                     (8, 8)     0.00B
Parameter916                                            (8,)   512.00B
Parameter916.grad                                       (8,)     0.00B
Parameter917                                          (2, 8)   512.00B
Parameter917.grad                                     (2, 8)     0.00B
Parameter918                                            (2,)   512.00B
Parameter918.grad                                       (2,)     0.00B
Parameter919                                          (8, 1)   512.00B
Parameter919.grad                                     (8, 1)     0.00B
Parameter920                                            (8,)   512.00B
Parameter920.grad                                       (8,)     0.00B
Parameter921                                          (8, 8)   512.00B
Parameter921.grad                                     (8, 8)     0.00B
Parameter922                                            (8,)   512.00B
Parameter922.grad                                       (8,)     0.00B
Parameter923                                          (2, 8)   512.00B
Parameter923.grad                                     (2, 8)     0.00B
Parameter924                                            (2,)   512.00B
Parameter924.grad                                       (2,)     0.00B
Parameter925                                          (8, 1)   512.00B
Parameter925.grad                                     (8, 1)     0.00B
Parameter926                                            (8,)   512.00B
Parameter926.grad                                       (8,)     0.00B
Parameter927                                          (8, 8)   512.00B
Parameter927.grad                                     (8, 8)     0.00B
Parameter928                                            (8,)   512.00B
Parameter928.grad                                       (8,)     0.00B
Parameter929                                          (2, 8)   512.00B
Parameter929.grad                                     (2, 8)     0.00B
Parameter930                                            (2,)   512.00B
Parameter930.grad                                       (2,)     0.00B
Parameter931                                          (8, 1)   512.00B
Parameter931.grad                                     (8, 1)     0.00B
Parameter932                                            (8,)   512.00B
Parameter932.grad                                       (8,)     0.00B
Parameter933                                          (8, 8)   512.00B
Parameter933.grad                                     (8, 8)     0.00B
Parameter934                                            (8,)   512.00B
Parameter934.grad                                       (8,)     0.00B
Parameter935                                          (2, 8)   512.00B
Parameter935.grad                                     (2, 8)     0.00B
Parameter936                                            (2,)   512.00B
Parameter936.grad                                       (2,)     0.00B
Parameter937                                      (256, 256)   256.00K
Parameter938                                          (256,)     1.00K
Tensor939                                         (256, 256)   256.00K
Tensor940                                             (256,)     2.00K
Tensor941                                               (1,)   512.00B
Tensor942                                          (1000, 1)     4.00K
Tensor943                                               (1,)   512.00B
Tensor944                                               (1,)   512.00B
Tensor945                                          (1000, 1)     4.00K
Tensor946                                               (1,)   512.00B
Tensor947                                               (1,)   512.00B
Tensor948                                          (1000, 1)     4.00K
Tensor949                                               (1,)   512.00B
Tensor950                                               (1,)   512.00B
Tensor951                                          (1000, 1)     4.00K
Tensor952                                               (1,)   512.00B
Tensor953                                               (1,)   512.00B
Tensor954                                          (1000, 1)     4.00K
Tensor955                                          (1000, 1)     4.00K
Tensor956                                          (1000, 1)     4.00K
Tensor957                                          (1000, 1)     4.00K
Tensor958                                          (1000, 1)     0.00B
Tensor959                                          (1000, 1)     4.00K
Tensor960                                          (1000, 1)     0.00B
Tensor961                                          (1000, 1)     4.00K
Tensor962                                          (1000, 1)     0.00B
Tensor963                                          (1000, 1)     4.00K
Tensor964                                          (1000, 1)     0.00B
Tensor965                                          (1000, 1)     4.00K
Tensor966                                          (1000, 1)     0.00B
Tensor967                                          (1000, 1)     4.00K
Tensor968                                          (1000, 1)     0.00B
Tensor969                                          (1000, 1)     4.00K
Tensor970                                          (1000, 1)     0.00B
Tensor971                                          (1000, 1)     4.00K
Tensor972                                          (1000, 1)     0.00B
Tensor973                                          (1000, 1)     4.00K
Tensor974                                               (1,)   512.00B
Tensor975                                               (1,)   512.00B
Tensor976                                          (111709,)   436.50K
Tensor977                                          (111709,)   436.50K
Tensor978                                               (1,)   512.00B
Tensor979                                               (1,)   512.00B
Tensor980                                               (1,)   512.00B
Tensor981                                               (1,)   512.00B
Tensor982                                               (1,)   512.00B
Tensor983                                               (1,)   512.00B
Tensor984                                               (1,)   512.00B
Tensor985                                               (1,)   512.00B
Tensor986                                               (1,)   512.00B
Tensor987                                               (1,)   512.00B
Tensor988                                               (1,)   512.00B
Parameter989                                      (9975614,)    38.05M
Parameter990                                          (893,)     3.50K
Tensor991                                       (2, 9975614)   152.22M
Parameter992                                          (893,)     3.50K
Parameter993                                          (893,)     3.50K
Parameter994                                        (56973,)   223.00K
Parameter995                                          (638,)     2.50K
Tensor996                                         (2, 56973)   890.50K
Parameter997                                          (638,)     2.50K
Parameter998                                          (638,)     2.50K
Parameter999                                        (35600,)   139.50K
Parameter1000                                         (558,)     2.50K
Tensor1001                                        (2, 35600)   556.50K
Parameter1002                                         (558,)     2.50K
Parameter1003                                         (558,)     2.50K
Parameter1004                                       (15568,)    61.00K
Parameter1005                                         (279,)     1.50K
Tensor1006                                        (2, 15568)   243.50K
Parameter1007                                         (279,)     1.50K
Parameter1008                                         (279,)     1.50K
Parameter1009                                        (7784,)    30.50K
Parameter1010                                         (279,)     1.50K
Tensor1011                                         (2, 7784)   122.00K
Tensor1012                                         (1000, 1)     4.00K
Parameter1013                                         (8, 1)   512.00B
Parameter1014                                           (8,)   512.00B
Tensor1015                                            (8, 1)   512.00B
Parameter1016                                         (8, 8)   512.00B
Parameter1017                                           (8,)   512.00B
Tensor1018                                            (8, 8)   512.00B
Parameter1019                                         (2, 8)   512.00B
Parameter1020                                           (2,)   512.00B
Tensor1021                                            (2, 8)   512.00B
Parameter1022                                         (8, 1)   512.00B
Parameter1023                                           (8,)   512.00B
Tensor1024                                            (8, 1)   512.00B
Parameter1025                                         (8, 8)   512.00B
Parameter1026                                           (8,)   512.00B
Tensor1027                                            (8, 8)   512.00B
Parameter1028                                         (2, 8)   512.00B
Parameter1029                                           (2,)   512.00B
Tensor1030                                            (2, 8)   512.00B
Parameter1031                                         (8, 1)   512.00B
Parameter1032                                           (8,)   512.00B
Tensor1033                                            (8, 1)   512.00B
Parameter1034                                         (8, 8)   512.00B
Parameter1035                                           (8,)   512.00B
Tensor1036                                            (8, 8)   512.00B
Parameter1037                                         (2, 8)   512.00B
Parameter1038                                           (2,)   512.00B
Tensor1039                                            (2, 8)   512.00B
Parameter1040                                         (8, 1)   512.00B
Parameter1041                                           (8,)   512.00B
Tensor1042                                            (8, 1)   512.00B
Parameter1043                                         (8, 8)   512.00B
Parameter1044                                           (8,)   512.00B
Tensor1045                                            (8, 8)   512.00B
Parameter1046                                         (2, 8)   512.00B
Parameter1047                                           (2,)   512.00B
Tensor1048                                            (2, 8)   512.00B
Parameter1049                                         (8, 1)   512.00B
Parameter1050                                           (8,)   512.00B
Tensor1051                                            (8, 1)   512.00B
Parameter1052                                         (8, 8)   512.00B
Parameter1053                                           (8,)   512.00B
Tensor1054                                            (8, 8)   512.00B
Parameter1055                                         (2, 8)   512.00B
Parameter1056                                           (2,)   512.00B
Tensor1057                                            (2, 8)   512.00B
Parameter1058                                       (256, 1)     1.00K
Parameter1059                                         (256,)     1.00K
Tensor1060                                          (256, 1)     1.00K
Tensor1061                                            (256,)     2.00K
Parameter1062                                     (256, 279)   279.00K
Parameter1063                                         (256,)     1.00K
Parameter1064                                       (2, 256)     2.00K
Parameter1065                                           (2,)   512.00B
Tensor1066                                          (2, 256)     2.00K
Tensor1067                                              (2,)   512.00B
Parameter1068                                       (256, 1)     1.00K
Parameter1069                                         (256,)     1.00K
Tensor1070                                          (256, 1)     1.00K
Tensor1071                                            (256,)     2.00K
Parameter1072                                     (256, 279)   279.00K
Parameter1073                                         (256,)     1.00K
Parameter1074                                       (2, 256)     2.00K
Parameter1075                                           (2,)   512.00B
Tensor1076                                          (2, 256)     2.00K
Tensor1077                                              (2,)   512.00B
Parameter1078                                       (256, 1)     1.00K
Parameter1079                                         (256,)     1.00K
Tensor1080                                          (256, 1)     1.00K
Tensor1081                                            (256,)     2.00K
Parameter1082                                     (256, 279)   279.00K
Parameter1083                                         (256,)     1.00K
Parameter1084                                       (2, 256)     2.00K
Parameter1085                                           (2,)   512.00B
Tensor1086                                          (2, 256)     2.00K
Tensor1087                                              (2,)   512.00B
Parameter1088                                     (256, 256)   256.00K
Parameter1089                                         (256,)     1.00K
Tensor1090                                        (256, 256)   256.00K
Tensor1091                                            (256,)     2.00K
Parameter1092                                     (256, 256)   256.00K
Parameter1093                                         (256,)     1.00K
Tensor1094                                        (256, 256)   256.00K
Tensor1095                                            (256,)     2.00K
Parameter1096                                     (256, 256)   256.00K
Parameter1097                                         (256,)     1.00K
Tensor1098                                        (256, 256)   256.00K
Tensor1099                                            (256,)     2.00K
Parameter1100                                     (256, 256)   256.00K
Parameter1101                                         (256,)     1.00K
Tensor1102                                        (256, 256)   256.00K
Tensor1103                                            (256,)     2.00K
Parameter1104                                     (256, 256)   256.00K
Parameter1105                                         (256,)     1.00K
Tensor1106                                        (256, 256)   256.00K
Tensor1107                                            (256,)     2.00K
Parameter1108                                     (256, 256)   256.00K
Parameter1109                                         (256,)     1.00K
Tensor1110                                        (256, 256)   256.00K
Tensor1111                                            (256,)     2.00K
Tensor1112                                        (1000000,)     3.81M
Tensor1113                                         (1600, 1)     6.50K
Tensor1114                                         (1600, 1)     6.50K
Tensor1115                                         (1600, 1)     6.50K
Tensor1116                                         (1600, 1)     6.50K
Tensor1117                                         (1600, 1)     6.50K
Tensor1118                                         (1600, 1)     6.50K
Tensor1119                                           (50, 1)   512.00B
Tensor1120                                           (50, 1)     0.00B
Tensor1121                                      (50, 111709)    21.31M
Tensor1122                                      (50, 111709)    21.31M
Tensor1123                                           (50, 1)   512.00B
Tensor1124                                         (1600, 1)     0.00B
Tensor1125                                         (1600, 1)     6.50K
Tensor1126                                         (1600, 1)     6.50K
Tensor1127                                         (1600, 1)     6.50K
Tensor1128                                         (1600, 1)     6.50K
Tensor1129                                         (1600, 1)     6.50K
Tensor1130                                         (1600, 1)     6.50K
Tensor1131                                         (1600, 1)     6.50K
Tensor1132                                         (1600, 1)     6.50K
Tensor1133                                         (1600, 1)     6.50K
Tensor1134                                         (1600, 1)     6.50K
Tensor1135                                         (1600, 1)     6.50K
Tensor1136                                              (1,)     0.00B
Tensor1137                                          (256, 1)     1.00K
Tensor1138                                          (256, 1)     1.00K
Tensor1139                                            (256,)     1.00K
Tensor1140                                            (256,)     1.00K
Tensor1141                                        (256, 279)   279.00K
Tensor1142                                        (256, 279)   279.00K
Tensor1143                                            (256,)     1.00K
Tensor1144                                            (256,)     1.00K
Tensor1145                                        (256, 256)   256.00K
Tensor1146                                        (256, 256)   256.00K
Tensor1147                                            (256,)     1.00K
Tensor1148                                            (256,)     1.00K
Tensor1149                                        (256, 256)   256.00K
Tensor1150                                        (256, 256)   256.00K
Tensor1151                                            (256,)     1.00K
Tensor1152                                            (256,)     1.00K
Tensor1153                                          (2, 256)     2.00K
Tensor1154                                          (2, 256)     2.00K
Tensor1155                                              (2,)   512.00B
Tensor1156                                              (2,)   512.00B
Tensor1157                                          (256, 1)     1.00K
Tensor1158                                          (256, 1)     1.00K
Tensor1159                                            (256,)     1.00K
Tensor1160                                            (256,)     1.00K
Tensor1161                                        (256, 279)   279.00K
Tensor1162                                        (256, 279)   279.00K
Tensor1163                                            (256,)     1.00K
Tensor1164                                            (256,)     1.00K
Tensor1165                                        (256, 256)   256.00K
Tensor1166                                        (256, 256)   256.00K
Tensor1167                                            (256,)     1.00K
Tensor1168                                            (256,)     1.00K
Tensor1169                                        (256, 256)   256.00K
Tensor1170                                        (256, 256)   256.00K
Tensor1171                                            (256,)     1.00K
Tensor1172                                            (256,)     1.00K
Tensor1173                                          (2, 256)     2.00K
Tensor1174                                          (2, 256)     2.00K
Tensor1175                                              (2,)   512.00B
Tensor1176                                              (2,)   512.00B
Tensor1177                                          (256, 1)     1.00K
Tensor1178                                          (256, 1)     1.00K
Tensor1179                                            (256,)     1.00K
Tensor1180                                            (256,)     1.00K
Tensor1181                                        (256, 279)   279.00K
Tensor1182                                        (256, 279)   279.00K
Tensor1183                                            (256,)     1.00K
Tensor1184                                            (256,)     1.00K
Tensor1185                                        (256, 256)   256.00K
Tensor1186                                        (256, 256)   256.00K
Tensor1187                                            (256,)     1.00K
Tensor1188                                            (256,)     1.00K
Tensor1189                                        (256, 256)   256.00K
Tensor1190                                        (256, 256)   256.00K
Tensor1191                                            (256,)     1.00K
Tensor1192                                            (256,)     1.00K
Tensor1193                                          (2, 256)     2.00K
Tensor1194                                          (2, 256)     2.00K
Tensor1195                                              (2,)   512.00B
Tensor1196                                              (2,)   512.00B
Tensor1197                                        (9975614,)    38.05M
Tensor1198                                        (9975614,)    38.05M
Tensor1199                                            (893,)     3.50K
Tensor1200                                            (893,)     3.50K
Tensor1201                                            (893,)     3.50K
Tensor1202                                            (893,)     3.50K
Tensor1203                                            (893,)     3.50K
Tensor1204                                            (893,)     3.50K
Tensor1205                                          (56973,)   223.00K
Tensor1206                                          (56973,)   223.00K
Tensor1207                                            (638,)     2.50K
Tensor1208                                            (638,)     2.50K
Tensor1209                                            (638,)     2.50K
Tensor1210                                            (638,)     2.50K
Tensor1211                                            (638,)     2.50K
Tensor1212                                            (638,)     2.50K
Tensor1213                                          (35600,)   139.50K
Tensor1214                                          (35600,)   139.50K
Tensor1215                                            (558,)     2.50K
Tensor1216                                            (558,)     2.50K
Tensor1217                                            (558,)     2.50K
Tensor1218                                            (558,)     2.50K
Tensor1219                                            (558,)     2.50K
Tensor1220                                            (558,)     2.50K
Tensor1221                                          (15568,)    61.00K
Tensor1222                                          (15568,)    61.00K
Tensor1223                                            (279,)     1.50K
Tensor1224                                            (279,)     1.50K
Tensor1225                                            (279,)     1.50K
Tensor1226                                            (279,)     1.50K
Tensor1227                                            (279,)     1.50K
Tensor1228                                            (279,)     1.50K
Tensor1229                                           (7784,)    30.50K
Tensor1230                                           (7784,)    30.50K
Tensor1231                                            (279,)     1.50K
Tensor1232                                            (279,)     1.50K
Tensor1233                                              (1,)   512.00B
Tensor1234                                              (1,)   512.00B
Tensor1235                                          (256, 1)     1.00K
Tensor1236                                            (256,)     1.00K
Tensor1237                                          (256, 1)     1.00K
Tensor1238                                            (256,)     2.00K
Tensor1239                                        (256, 279)   279.00K
Tensor1240                                            (256,)     1.00K
Tensor1241                                        (256, 256)   256.00K
Tensor1242                                            (256,)     1.00K
Tensor1243                                        (256, 256)   256.00K
Tensor1244                                            (256,)     2.00K
Tensor1245                                        (256, 256)   256.00K
Tensor1246                                            (256,)     1.00K
Tensor1247                                        (256, 256)   256.00K
Tensor1248                                            (256,)     2.00K
Tensor1249                                          (2, 256)     2.00K
Tensor1250                                              (2,)   512.00B
Tensor1251                                          (2, 256)     2.00K
Tensor1252                                              (2,)   512.00B
Tensor1253                                              (1,)   512.00B
Tensor1254                                          (256, 1)     1.00K
Tensor1255                                            (256,)     1.00K
Tensor1256                                          (256, 1)     1.00K
Tensor1257                                            (256,)     2.00K
Tensor1258                                        (256, 279)   279.00K
Tensor1259                                            (256,)     1.00K
Tensor1260                                        (256, 256)   256.00K
Tensor1261                                            (256,)     1.00K
Tensor1262                                        (256, 256)   256.00K
Tensor1263                                            (256,)     2.00K
Tensor1264                                        (256, 256)   256.00K
Tensor1265                                            (256,)     1.00K
Tensor1266                                        (256, 256)   256.00K
Tensor1267                                            (256,)     2.00K
Tensor1268                                          (2, 256)     2.00K
Tensor1269                                              (2,)   512.00B
Tensor1270                                          (2, 256)     2.00K
Tensor1271                                              (2,)   512.00B
Tensor1272                                              (1,)   512.00B
Tensor1273                                          (256, 1)     1.00K
Tensor1274                                            (256,)     1.00K
Tensor1275                                          (256, 1)     1.00K
Tensor1276                                            (256,)     2.00K
Tensor1277                                        (256, 279)   279.00K
Tensor1278                                            (256,)     1.00K
Tensor1279                                        (256, 256)   256.00K
Tensor1280                                            (256,)     1.00K
Tensor1281                                        (256, 256)   256.00K
Tensor1282                                            (256,)     2.00K
Tensor1283                                        (256, 256)   256.00K
Tensor1284                                            (256,)     1.00K
Tensor1285                                        (256, 256)   256.00K
Tensor1286                                            (256,)     2.00K
Tensor1287                                          (2, 256)     2.00K
Tensor1288                                              (2,)   512.00B
Tensor1289                                          (2, 256)     2.00K
Tensor1290                                              (2,)   512.00B
Tensor1291                                              (1,)   512.00B
Tensor1292                                         (111709,)   436.50K
Tensor1293                                         (111709,)   436.50K
Tensor1294                                        (9975614,)    38.05M
