Element type                                            Size  Used MEM
Tensor3082                                         (1600, 1)     6.50K
Tensor3083                                         (1600, 1)     6.50K
Tensor3084                                         (1600, 1)     6.50K
Tensor3085                                         (1600, 1)     6.50K
Tensor3086                                         (1600, 1)     6.50K
Tensor3087                                         (1600, 1)     6.50K
Tensor3088                                         (1600, 1)     6.50K
Tensor3089                                         (1600, 1)     6.50K
Tensor3090                                         (1600, 1)     6.50K
Tensor3091                                         (1600, 1)     6.50K
Tensor3092                                         (1600, 1)     6.50K
Tensor3093                                       (1, 111709)     0.00B
Tensor3094                                            (8, 1)   512.00B
Tensor3095                                              (8,)   512.00B
Tensor3096                                            (8, 8)   512.00B
Tensor3097                                              (8,)   512.00B
Tensor3098                                            (2, 8)   512.00B
Tensor3099                                              (2,)   512.00B
Tensor3100                                            (8, 1)   512.00B
Tensor3101                                              (8,)   512.00B
Tensor3102                                            (8, 8)   512.00B
Tensor3103                                              (8,)   512.00B
Tensor3104                                            (2, 8)   512.00B
Tensor3105                                              (2,)   512.00B
Tensor3106                                            (8, 1)   512.00B
Tensor3107                                              (8,)   512.00B
Tensor3108                                            (8, 8)   512.00B
Tensor3109                                              (8,)   512.00B
Tensor3110                                            (2, 8)   512.00B
Tensor3111                                              (2,)   512.00B
Tensor3112                                            (8, 1)   512.00B
Tensor3113                                              (8,)   512.00B
Tensor3114                                            (8, 8)   512.00B
Tensor3115                                              (8,)   512.00B
Tensor3116                                            (2, 8)   512.00B
Tensor3117                                              (2,)   512.00B
Tensor3118                                            (8, 1)   512.00B
Tensor3119                                              (8,)   512.00B
Tensor3120                                            (8, 8)   512.00B
Tensor3121                                              (8,)   512.00B
Tensor3122                                            (2, 8)   512.00B
Tensor3123                                              (2,)   512.00B
Tensor3124                                            (8, 1)   512.00B
Tensor3125                                            (8, 1)   512.00B
Tensor3126                                            (8, 1)   512.00B
Tensor3127                                              (8,)   512.00B
Tensor3128                                              (8,)   512.00B
Tensor3129                                              (8,)   512.00B
Tensor3130                                            (8, 8)   512.00B
Tensor3131                                            (8, 8)   512.00B
Tensor3132                                            (8, 8)   512.00B
Tensor3133                                              (8,)   512.00B
Tensor3134                                              (8,)   512.00B
Tensor3135                                              (8,)   512.00B
Tensor3136                                            (2, 8)   512.00B
Tensor3137                                            (2, 8)   512.00B
Tensor3138                                            (2, 8)   512.00B
Tensor3139                                              (2,)   512.00B
Tensor3140                                              (2,)   512.00B
Tensor3141                                              (2,)   512.00B
Tensor3142                                            (8, 1)   512.00B
Tensor3143                                            (8, 1)   512.00B
Tensor3144                                            (8, 1)   512.00B
Tensor3145                                              (8,)   512.00B
Tensor3146                                              (8,)   512.00B
Tensor3147                                              (8,)   512.00B
Tensor3148                                            (8, 8)   512.00B
Tensor3149                                            (8, 8)   512.00B
Tensor3150                                            (8, 8)   512.00B
Tensor3151                                              (8,)   512.00B
Tensor3152                                              (8,)   512.00B
Tensor3153                                              (8,)   512.00B
Tensor3154                                            (2, 8)   512.00B
Tensor3155                                            (2, 8)   512.00B
Tensor3156                                            (2, 8)   512.00B
Tensor3157                                              (2,)   512.00B
Tensor3158                                              (2,)   512.00B
Tensor3159                                              (2,)   512.00B
Tensor3160                                            (8, 1)   512.00B
Tensor3161                                            (8, 1)   512.00B
Tensor3162                                            (8, 1)   512.00B
Tensor3163                                              (8,)   512.00B
Tensor3164                                              (8,)   512.00B
Tensor3165                                              (8,)   512.00B
Tensor3166                                            (8, 8)   512.00B
Tensor3167                                            (8, 8)   512.00B
Tensor3168                                            (8, 8)   512.00B
Tensor3169                                              (8,)   512.00B
Tensor3170                                              (8,)   512.00B
Tensor3171                                              (8,)   512.00B
Tensor3172                                            (2, 8)   512.00B
Tensor3173                                            (2, 8)   512.00B
Tensor3174                                            (2, 8)   512.00B
Tensor3175                                              (2,)   512.00B
Tensor3176                                              (2,)   512.00B
Tensor3177                                              (2,)   512.00B
Tensor3178                                            (8, 1)   512.00B
Tensor3179                                            (8, 1)   512.00B
Tensor3180                                            (8, 1)   512.00B
Tensor3181                                              (8,)   512.00B
Tensor3182                                              (8,)   512.00B
Tensor3183                                              (8,)   512.00B
Tensor3184                                            (8, 8)   512.00B
Tensor3185                                            (8, 8)   512.00B
Tensor3186                                            (8, 8)   512.00B
Tensor3187                                              (8,)   512.00B
Tensor3188                                              (8,)   512.00B
Tensor3189                                              (8,)   512.00B
Tensor3190                                            (2, 8)   512.00B
Tensor3191                                            (2, 8)   512.00B
Tensor3192                                            (2, 8)   512.00B
Tensor3193                                              (2,)   512.00B
Tensor3194                                              (2,)   512.00B
Tensor3195                                              (2,)   512.00B
Tensor3196                                            (8, 1)   512.00B
Tensor3197                                            (8, 1)   512.00B
Tensor3198                                            (8, 1)   512.00B
Tensor3199                                              (8,)   512.00B
Tensor3200                                              (8,)   512.00B
Tensor3201                                              (8,)   512.00B
Tensor3202                                            (8, 8)   512.00B
Tensor3203                                            (8, 8)   512.00B
Tensor3204                                            (8, 8)   512.00B
Tensor3205                                              (8,)   512.00B
Tensor3206                                              (8,)   512.00B
Tensor3207                                              (8,)   512.00B
Tensor3208                                            (2, 8)   512.00B
Tensor3209                                            (2, 8)   512.00B
Tensor3210                                            (2, 8)   512.00B
Tensor3211                                              (2,)   512.00B
Tensor3212                                              (2,)   512.00B
Tensor3213                                              (2,)   512.00B
Tensor3214                                              (1,)   512.00B
Tensor3215                                              (1,)   512.00B
Tensor3216                                         (1600, 1)     6.50K
Tensor3217                                      (50, 111709)    21.31M
Tensor3218                                           (50, 1)   512.00B
Tensor3219                                       (1, 111709)     0.00B
Tensor3220                                            (8, 1)   512.00B
Tensor3221                                              (8,)   512.00B
Tensor3222                                            (8, 8)   512.00B
Tensor3223                                              (8,)   512.00B
Tensor3224                                            (2, 8)   512.00B
Tensor3225                                              (2,)   512.00B
Tensor3226                                            (8, 1)   512.00B
Tensor3227                                              (8,)   512.00B
Tensor3228                                            (8, 8)   512.00B
Tensor3229                                              (8,)   512.00B
Tensor3230                                            (2, 8)   512.00B
Tensor3231                                              (2,)   512.00B
Tensor3232                                            (8, 1)   512.00B
Tensor3233                                              (8,)   512.00B
Tensor3234                                            (8, 8)   512.00B
Tensor3235                                              (8,)   512.00B
Tensor3236                                            (2, 8)   512.00B
Tensor3237                                              (2,)   512.00B
Tensor3238                                            (8, 1)   512.00B
Tensor3239                                              (8,)   512.00B
Tensor3240                                            (8, 8)   512.00B
Tensor3241                                              (8,)   512.00B
Tensor3242                                            (2, 8)   512.00B
Tensor3243                                              (2,)   512.00B
Tensor3244                                            (8, 1)   512.00B
Tensor3245                                              (8,)   512.00B
Tensor3246                                            (8, 8)   512.00B
Tensor3247                                              (8,)   512.00B
Tensor3248                                            (2, 8)   512.00B
Tensor3249                                              (2,)   512.00B
Tensor3250                                            (8, 1)   512.00B
Tensor3251                                            (8, 1)   512.00B
Tensor3252                                            (8, 1)   512.00B
Tensor3253                                              (8,)   512.00B
Tensor3254                                              (8,)   512.00B
Tensor3255                                              (8,)   512.00B
Tensor3256                                            (8, 8)   512.00B
Tensor3257                                            (8, 8)   512.00B
Tensor3258                                            (8, 8)   512.00B
Tensor3259                                              (8,)   512.00B
Tensor3260                                              (8,)   512.00B
Tensor3261                                              (8,)   512.00B
Tensor3262                                            (2, 8)   512.00B
Tensor3263                                            (2, 8)   512.00B
Tensor3264                                            (2, 8)   512.00B
Tensor3265                                              (2,)   512.00B
Tensor3266                                              (2,)   512.00B
Tensor3267                                              (2,)   512.00B
Tensor3268                                            (8, 1)   512.00B
Tensor3269                                            (8, 1)   512.00B
Tensor3270                                            (8, 1)   512.00B
Tensor3271                                              (8,)   512.00B
Tensor3272                                              (8,)   512.00B
Tensor3273                                              (8,)   512.00B
Tensor3274                                            (8, 8)   512.00B
Tensor3275                                            (8, 8)   512.00B
Tensor3276                                            (8, 8)   512.00B
Tensor3277                                              (8,)   512.00B
Tensor3278                                              (8,)   512.00B
Tensor3279                                              (8,)   512.00B
Tensor3280                                            (2, 8)   512.00B
Tensor3281                                            (2, 8)   512.00B
Tensor3282                                            (2, 8)   512.00B
Tensor3283                                              (2,)   512.00B
Tensor3284                                              (2,)   512.00B
Tensor3285                                              (2,)   512.00B
Tensor3286                                            (8, 1)   512.00B
Tensor3287                                            (8, 1)   512.00B
Tensor3288                                            (8, 1)   512.00B
Tensor3289                                              (8,)   512.00B
Tensor3290                                              (8,)   512.00B
Tensor3291                                              (8,)   512.00B
Tensor3292                                            (8, 8)   512.00B
Tensor3293                                            (8, 8)   512.00B
Tensor3294                                            (8, 8)   512.00B
Tensor3295                                              (8,)   512.00B
Tensor3296                                              (8,)   512.00B
Tensor3297                                              (8,)   512.00B
Tensor3298                                            (2, 8)   512.00B
Tensor3299                                            (2, 8)   512.00B
Tensor3300                                            (2, 8)   512.00B
Tensor3301                                              (2,)   512.00B
Tensor3302                                              (2,)   512.00B
Tensor3303                                              (2,)   512.00B
Tensor3304                                            (8, 1)   512.00B
Tensor3305                                            (8, 1)   512.00B
Tensor3306                                            (8, 1)   512.00B
Tensor3307                                              (8,)   512.00B
Tensor3308                                              (8,)   512.00B
Tensor3309                                              (8,)   512.00B
Tensor3310                                            (8, 8)   512.00B
Tensor3311                                            (8, 8)   512.00B
Tensor3312                                            (8, 8)   512.00B
Tensor3313                                              (8,)   512.00B
Tensor3314                                              (8,)   512.00B
Tensor3315                                              (8,)   512.00B
Tensor3316                                            (2, 8)   512.00B
Tensor3317                                            (2, 8)   512.00B
Tensor3318                                            (2, 8)   512.00B
Tensor3319                                              (2,)   512.00B
Tensor3320                                              (2,)   512.00B
Tensor3321                                              (2,)   512.00B
Tensor3322                                            (8, 1)   512.00B
Tensor3323                                            (8, 1)   512.00B
Tensor3324                                            (8, 1)   512.00B
Tensor3325                                              (8,)   512.00B
Tensor3326                                              (8,)   512.00B
Tensor3327                                              (8,)   512.00B
Tensor3328                                            (8, 8)   512.00B
Tensor3329                                            (8, 8)   512.00B
Tensor3330                                            (8, 8)   512.00B
Tensor3331                                              (8,)   512.00B
Tensor3332                                              (8,)   512.00B
Tensor3333                                              (8,)   512.00B
Tensor3334                                            (2, 8)   512.00B
Tensor3335                                            (2, 8)   512.00B
Tensor3336                                            (2, 8)   512.00B
Tensor3337                                              (2,)   512.00B
Tensor3338                                              (2,)   512.00B
Tensor3339                                              (2,)   512.00B
Tensor3340                                              (1,)   512.00B
Tensor3341                                              (1,)   512.00B
Parameter3342                                         (8, 1)   512.00B
Parameter3342.grad                                    (8, 1)     0.00B
Parameter3343                                           (8,)   512.00B
Parameter3343.grad                                      (8,)     0.00B
Parameter3344                                         (8, 8)   512.00B
Parameter3344.grad                                    (8, 8)     0.00B
Parameter3345                                           (8,)   512.00B
Parameter3345.grad                                      (8,)     0.00B
Parameter3346                                         (2, 8)   512.00B
Parameter3346.grad                                    (2, 8)     0.00B
Parameter3347                                           (2,)   512.00B
Parameter3347.grad                                      (2,)     0.00B
Parameter3348                                         (8, 1)   512.00B
Parameter3348.grad                                    (8, 1)     0.00B
Parameter3349                                           (8,)   512.00B
Parameter3349.grad                                      (8,)     0.00B
Parameter3350                                         (8, 8)   512.00B
Parameter3350.grad                                    (8, 8)     0.00B
Parameter3351                                           (8,)   512.00B
Parameter3351.grad                                      (8,)     0.00B
Parameter3352                                         (2, 8)   512.00B
Parameter3352.grad                                    (2, 8)     0.00B
Parameter3353                                           (2,)   512.00B
Parameter3353.grad                                      (2,)     0.00B
Parameter3354                                         (8, 1)   512.00B
Parameter3354.grad                                    (8, 1)     0.00B
Parameter3355                                           (8,)   512.00B
Parameter3355.grad                                      (8,)     0.00B
Parameter3356                                         (8, 8)   512.00B
Parameter3356.grad                                    (8, 8)     0.00B
Parameter3357                                           (8,)   512.00B
Parameter3357.grad                                      (8,)     0.00B
Parameter3358                                         (2, 8)   512.00B
Parameter3358.grad                                    (2, 8)     0.00B
Parameter3359                                           (2,)   512.00B
Parameter3359.grad                                      (2,)     0.00B
Parameter3360                                         (8, 1)   512.00B
Parameter3360.grad                                    (8, 1)     0.00B
Parameter3361                                           (8,)   512.00B
Parameter3361.grad                                      (8,)     0.00B
Parameter3362                                         (8, 8)   512.00B
Parameter3362.grad                                    (8, 8)     0.00B
Parameter3363                                           (8,)   512.00B
Parameter3363.grad                                      (8,)     0.00B
Parameter3364                                         (2, 8)   512.00B
Parameter3364.grad                                    (2, 8)     0.00B
Parameter3365                                           (2,)   512.00B
Parameter3365.grad                                      (2,)     0.00B
Parameter3366                                         (8, 1)   512.00B
Parameter3366.grad                                    (8, 1)     0.00B
Parameter3367                                           (8,)   512.00B
Parameter3367.grad                                      (8,)     0.00B
Parameter3368                                         (8, 8)   512.00B
Parameter3368.grad                                    (8, 8)     0.00B
Parameter3369                                           (8,)   512.00B
Parameter3369.grad                                      (8,)     0.00B
Parameter3370                                         (2, 8)   512.00B
Parameter3370.grad                                    (2, 8)     0.00B
Parameter3371                                           (2,)   512.00B
Parameter3371.grad                                      (2,)     0.00B
Tensor3372                                              (1,)   512.00B
Tensor3373                                              (1,)   512.00B
Tensor3374                                              (1,)   512.00B
Tensor3375                                              (1,)   512.00B
Tensor3376                                              (1,)   512.00B
Tensor3377                                              (1,)   512.00B
Tensor3378                                              (1,)   512.00B
Tensor3379                                              (1,)   512.00B
Tensor3380                                              (1,)   512.00B
Tensor3381                                              (1,)   512.00B
Tensor3382                                              (1,)   512.00B
Tensor3383                                              (1,)   512.00B
Tensor3384                                              (1,)   512.00B
Tensor3385                                              (1,)   512.00B
Tensor3386                                              (1,)   512.00B
Tensor3387                                              (1,)   512.00B
Tensor3388                                            (8, 1)   512.00B
Tensor3389                                            (8, 8)   512.00B
Tensor3390                                            (2, 8)   512.00B
Tensor3391                                            (8, 1)   512.00B
Tensor3392                                            (8, 8)   512.00B
Tensor3393                                            (2, 8)   512.00B
Tensor3394                                            (8, 1)   512.00B
Tensor3395                                            (8, 8)   512.00B
Tensor3396                                            (2, 8)   512.00B
Tensor3397                                            (8, 1)   512.00B
Tensor3398                                            (8, 8)   512.00B
Tensor3399                                            (2, 8)   512.00B
Tensor3400                                            (8, 1)   512.00B
Tensor3401                                            (8, 8)   512.00B
Tensor3402                                            (2, 8)   512.00B
Tensor3403                                         (1600, 1)     6.50K
Tensor3404                                         (1600, 1)     6.50K
Tensor3405                                         (1600, 1)     6.50K
Tensor3406                                         (1600, 1)     6.50K
Tensor3407                                         (1600, 1)     6.50K
Tensor3408                                         (1600, 1)     6.50K
Tensor3409                                      (50, 111709)    21.31M
Tensor3410                                           (50, 1)   512.00B
Tensor3411                                         (1600, 1)     0.00B
Tensor3412                                         (1600, 1)     6.50K
Tensor3413                                         (1600, 1)     6.50K
Tensor3414                                         (1600, 1)     6.50K
Tensor3415                                         (1600, 1)     6.50K
Tensor3416                                         (1600, 1)     6.50K
Tensor3417                                         (1600, 1)     6.50K
Tensor3418                                         (1600, 1)     6.50K
Tensor3419                                         (1600, 1)     6.50K
Tensor3420                                         (1600, 1)     6.50K
Tensor3421                                         (1600, 1)     6.50K
Tensor3422                                         (1600, 1)     6.50K
Parameter3423                                       (256, 1)     1.00K
Parameter3424                                         (256,)     1.00K
Parameter3425                                    (256, 1117)     1.09M
Parameter3426                                         (256,)     1.00K
Parameter3427                                       (2, 256)     2.00K
Parameter3428                                           (2,)   512.00B
Parameter3429                                       (256, 1)     1.00K
Parameter3430                                         (256,)     1.00K
Parameter3431                                    (256, 1117)     1.09M
Parameter3432                                         (256,)     1.00K
Parameter3433                                       (2, 256)     2.00K
Parameter3434                                           (2,)   512.00B
Parameter3435                                       (256, 1)     1.00K
Parameter3436                                         (256,)     1.00K
Parameter3437                                    (256, 1117)     1.09M
Parameter3438                                         (256,)     1.00K
Parameter3439                                       (2, 256)     2.00K
Parameter3440                                           (2,)   512.00B
Parameter3441                                     (256, 256)   256.00K
Parameter3442                                         (256,)     1.00K
Parameter3443                                     (256, 256)   256.00K
Parameter3444                                         (256,)     1.00K
Parameter3445                                     (256, 256)   256.00K
Parameter3446                                         (256,)     1.00K
Parameter3447                                     (256, 256)   256.00K
Parameter3448                                         (256,)     1.00K
Parameter3449                                     (256, 256)   256.00K
Parameter3450                                         (256,)     1.00K
Parameter3451                                     (256, 256)   256.00K
Parameter3452                                         (256,)     1.00K
Parameter3453                                         (8, 1)   512.00B
Parameter3453.grad                                    (8, 1)     0.00B
Parameter3454                                           (8,)   512.00B
Parameter3454.grad                                      (8,)     0.00B
Parameter3455                                         (8, 8)   512.00B
Parameter3455.grad                                    (8, 8)     0.00B
Parameter3456                                           (8,)   512.00B
Parameter3456.grad                                      (8,)     0.00B
Parameter3457                                         (2, 8)   512.00B
Parameter3457.grad                                    (2, 8)     0.00B
Parameter3458                                           (2,)   512.00B
Parameter3458.grad                                      (2,)     0.00B
Parameter3459                                         (8, 1)   512.00B
Parameter3459.grad                                    (8, 1)     0.00B
Parameter3460                                           (8,)   512.00B
Parameter3460.grad                                      (8,)     0.00B
Parameter3461                                         (8, 8)   512.00B
Parameter3461.grad                                    (8, 8)     0.00B
Parameter3462                                           (8,)   512.00B
Parameter3462.grad                                      (8,)     0.00B
Parameter3463                                         (2, 8)   512.00B
Parameter3463.grad                                    (2, 8)     0.00B
Parameter3464                                           (2,)   512.00B
Parameter3464.grad                                      (2,)     0.00B
Parameter3465                                         (8, 1)   512.00B
Parameter3465.grad                                    (8, 1)     0.00B
Parameter3466                                           (8,)   512.00B
Parameter3466.grad                                      (8,)     0.00B
Parameter3467                                         (8, 8)   512.00B
Parameter3467.grad                                    (8, 8)     0.00B
Parameter3468                                           (8,)   512.00B
Parameter3468.grad                                      (8,)     0.00B
Parameter3469                                         (2, 8)   512.00B
Parameter3469.grad                                    (2, 8)     0.00B
Parameter3470                                           (2,)   512.00B
Parameter3470.grad                                      (2,)     0.00B
Parameter3471                                         (8, 1)   512.00B
Parameter3471.grad                                    (8, 1)     0.00B
Parameter3472                                           (8,)   512.00B
Parameter3472.grad                                      (8,)     0.00B
Parameter3473                                         (8, 8)   512.00B
Parameter3473.grad                                    (8, 8)     0.00B
Parameter3474                                           (8,)   512.00B
Parameter3474.grad                                      (8,)     0.00B
Parameter3475                                         (2, 8)   512.00B
Parameter3475.grad                                    (2, 8)     0.00B
Parameter3476                                           (2,)   512.00B
Parameter3476.grad                                      (2,)     0.00B
Parameter3477                                         (8, 1)   512.00B
Parameter3477.grad                                    (8, 1)     0.00B
Parameter3478                                           (8,)   512.00B
Parameter3478.grad                                      (8,)     0.00B
Parameter3479                                         (8, 8)   512.00B
Parameter3479.grad                                    (8, 8)     0.00B
Parameter3480                                           (8,)   512.00B
Parameter3480.grad                                      (8,)     0.00B
Parameter3481                                         (2, 8)   512.00B
Parameter3481.grad                                    (2, 8)     0.00B
Parameter3482                                           (2,)   512.00B
Parameter3482.grad                                      (2,)     0.00B
Parameter3483                                         (8, 1)   512.00B
Parameter3483.grad                                    (8, 1)     0.00B
Parameter3484                                           (8,)   512.00B
Parameter3484.grad                                      (8,)     0.00B
Parameter3485                                         (8, 8)   512.00B
Parameter3485.grad                                    (8, 8)     0.00B
Parameter3486                                           (8,)   512.00B
Parameter3486.grad                                      (8,)     0.00B
Parameter3487                                         (2, 8)   512.00B
Parameter3487.grad                                    (2, 8)     0.00B
Parameter3488                                           (2,)   512.00B
Parameter3488.grad                                      (2,)     0.00B
Parameter3489                                         (8, 1)   512.00B
Parameter3489.grad                                    (8, 1)     0.00B
Parameter3490                                           (8,)   512.00B
Parameter3490.grad                                      (8,)     0.00B
Parameter3491                                         (8, 8)   512.00B
Parameter3491.grad                                    (8, 8)     0.00B
Parameter3492                                           (8,)   512.00B
Parameter3492.grad                                      (8,)     0.00B
Parameter3493                                         (2, 8)   512.00B
Parameter3493.grad                                    (2, 8)     0.00B
Parameter3494                                           (2,)   512.00B
Parameter3494.grad                                      (2,)     0.00B
Parameter3495                                         (8, 1)   512.00B
Parameter3495.grad                                    (8, 1)     0.00B
Parameter3496                                           (8,)   512.00B
Parameter3496.grad                                      (8,)     0.00B
Parameter3497                                         (8, 8)   512.00B
Parameter3497.grad                                    (8, 8)     0.00B
Parameter3498                                           (8,)   512.00B
Parameter3498.grad                                      (8,)     0.00B
Parameter3499                                         (2, 8)   512.00B
Parameter3499.grad                                    (2, 8)     0.00B
Parameter3500                                           (2,)   512.00B
Parameter3500.grad                                      (2,)     0.00B
Parameter3501                                         (8, 1)   512.00B
Parameter3501.grad                                    (8, 1)     0.00B
Parameter3502                                           (8,)   512.00B
Parameter3502.grad                                      (8,)     0.00B
Parameter3503                                         (8, 8)   512.00B
Parameter3503.grad                                    (8, 8)     0.00B
Parameter3504                                           (8,)   512.00B
Parameter3504.grad                                      (8,)     0.00B
Parameter3505                                         (2, 8)   512.00B
Parameter3505.grad                                    (2, 8)     0.00B
Parameter3506                                           (2,)   512.00B
Parameter3506.grad                                      (2,)     0.00B
Parameter3507                                         (8, 1)   512.00B
Parameter3507.grad                                    (8, 1)     0.00B
Parameter3508                                           (8,)   512.00B
Parameter3508.grad                                      (8,)     0.00B
Parameter3509                                         (8, 8)   512.00B
Parameter3509.grad                                    (8, 8)     0.00B
Parameter3510                                           (8,)   512.00B
Parameter3510.grad                                      (8,)     0.00B
Parameter3511                                         (2, 8)   512.00B
Parameter3511.grad                                    (2, 8)     0.00B
Parameter3512                                           (2,)   512.00B
Parameter3512.grad                                      (2,)     0.00B
Parameter3513                                         (8, 1)   512.00B
Parameter3513.grad                                    (8, 1)     0.00B
Parameter3514                                           (8,)   512.00B
Parameter3514.grad                                      (8,)     0.00B
Parameter3515                                         (8, 8)   512.00B
Parameter3515.grad                                    (8, 8)     0.00B
Parameter3516                                           (8,)   512.00B
Parameter3516.grad                                      (8,)     0.00B
Parameter3517                                         (2, 8)   512.00B
Parameter3517.grad                                    (2, 8)     0.00B
Parameter3518                                           (2,)   512.00B
Parameter3518.grad                                      (2,)     0.00B
Parameter3519                                         (8, 1)   512.00B
Parameter3519.grad                                    (8, 1)     0.00B
Parameter3520                                           (8,)   512.00B
Parameter3520.grad                                      (8,)     0.00B
Parameter3521                                         (8, 8)   512.00B
Parameter3521.grad                                    (8, 8)     0.00B
Parameter3522                                           (8,)   512.00B
Parameter3522.grad                                      (8,)     0.00B
Parameter3523                                         (2, 8)   512.00B
Parameter3523.grad                                    (2, 8)     0.00B
Parameter3524                                           (2,)   512.00B
Parameter3524.grad                                      (2,)     0.00B
Parameter3525                                         (8, 1)   512.00B
Parameter3525.grad                                    (8, 1)     0.00B
Parameter3526                                           (8,)   512.00B
Parameter3526.grad                                      (8,)     0.00B
Parameter3527                                         (8, 8)   512.00B
Parameter3527.grad                                    (8, 8)     0.00B
Parameter3528                                           (8,)   512.00B
Parameter3528.grad                                      (8,)     0.00B
Parameter3529                                         (2, 8)   512.00B
Parameter3529.grad                                    (2, 8)     0.00B
Parameter3530                                           (2,)   512.00B
Parameter3530.grad                                      (2,)     0.00B
Tensor3531                                         (1600, 1)     6.50K
Tensor3532                                              (1,)   512.00B
Tensor3533                                              (1,)   512.00B
Parameter3534                                         (8, 1)   512.00B
Parameter3534.grad                                    (8, 1)     0.00B
Parameter3535                                           (8,)   512.00B
Parameter3535.grad                                      (8,)     0.00B
Parameter3536                                         (8, 8)   512.00B
Parameter3536.grad                                    (8, 8)     0.00B
Parameter3537                                           (8,)   512.00B
Parameter3537.grad                                      (8,)     0.00B
Parameter3538                                         (2, 8)   512.00B
Parameter3538.grad                                    (2, 8)     0.00B
Parameter3539                                           (2,)   512.00B
Parameter3539.grad                                      (2,)     0.00B
Parameter3540                                         (8, 1)   512.00B
Parameter3540.grad                                    (8, 1)     0.00B
Parameter3541                                           (8,)   512.00B
Parameter3541.grad                                      (8,)     0.00B
Parameter3542                                         (8, 8)   512.00B
Parameter3542.grad                                    (8, 8)     0.00B
Parameter3543                                           (8,)   512.00B
Parameter3543.grad                                      (8,)     0.00B
Parameter3544                                         (2, 8)   512.00B
Parameter3544.grad                                    (2, 8)     0.00B
Parameter3545                                           (2,)   512.00B
Parameter3545.grad                                      (2,)     0.00B
Parameter3546                                         (8, 1)   512.00B
Parameter3546.grad                                    (8, 1)     0.00B
Parameter3547                                           (8,)   512.00B
Parameter3547.grad                                      (8,)     0.00B
Parameter3548                                         (8, 8)   512.00B
Parameter3548.grad                                    (8, 8)     0.00B
Parameter3549                                           (8,)   512.00B
Parameter3549.grad                                      (8,)     0.00B
Parameter3550                                         (2, 8)   512.00B
Parameter3550.grad                                    (2, 8)     0.00B
Parameter3551                                           (2,)   512.00B
Parameter3551.grad                                      (2,)     0.00B
Parameter3552                                         (8, 1)   512.00B
Parameter3552.grad                                    (8, 1)     0.00B
Parameter3553                                           (8,)   512.00B
Parameter3553.grad                                      (8,)     0.00B
Parameter3554                                         (8, 8)   512.00B
Parameter3554.grad                                    (8, 8)     0.00B
Parameter3555                                           (8,)   512.00B
Parameter3555.grad                                      (8,)     0.00B
Parameter3556                                         (2, 8)   512.00B
Parameter3556.grad                                    (2, 8)     0.00B
Parameter3557                                           (2,)   512.00B
Parameter3557.grad                                      (2,)     0.00B
Parameter3558                                         (8, 1)   512.00B
Parameter3558.grad                                    (8, 1)     0.00B
Parameter3559                                           (8,)   512.00B
Parameter3559.grad                                      (8,)     0.00B
Parameter3560                                         (8, 8)   512.00B
Parameter3560.grad                                    (8, 8)     0.00B
Parameter3561                                           (8,)   512.00B
Parameter3561.grad                                      (8,)     0.00B
Parameter3562                                         (2, 8)   512.00B
Parameter3562.grad                                    (2, 8)     0.00B
Parameter3563                                           (2,)   512.00B
Parameter3563.grad                                      (2,)     0.00B
Parameter3564                                         (8, 1)   512.00B
Parameter3564.grad                                    (8, 1)     0.00B
Parameter3565                                           (8,)   512.00B
Parameter3565.grad                                      (8,)     0.00B
Parameter3566                                         (8, 8)   512.00B
Parameter3566.grad                                    (8, 8)     0.00B
Parameter3567                                           (8,)   512.00B
Parameter3567.grad                                      (8,)     0.00B
Parameter3568                                         (2, 8)   512.00B
Parameter3568.grad                                    (2, 8)     0.00B
Parameter3569                                           (2,)   512.00B
Parameter3569.grad                                      (2,)     0.00B
Parameter3570                                         (8, 1)   512.00B
Parameter3570.grad                                    (8, 1)     0.00B
