Element type                                            Size  Used MEM
Tensor686                                          (1000, 1)     4.00K
Tensor687                                          (1000, 1)     4.00K
Tensor688                                          (1000, 1)     0.00B
Tensor689                                          (1000, 1)     4.00K
Tensor690                                          (1000, 1)     0.00B
Tensor691                                          (1000, 1)     4.00K
Tensor692                                          (1000, 1)     0.00B
Tensor693                                          (1000, 1)     4.00K
Tensor694                                          (1000, 1)     0.00B
Tensor695                                          (1000, 1)     4.00K
Tensor696                                          (1000, 1)     0.00B
Tensor697                                          (1000, 1)     4.00K
Tensor698                                          (1000, 1)     0.00B
Tensor699                                          (1000, 1)     4.00K
Tensor700                                          (1000, 1)     0.00B
Tensor701                                          (1000, 1)     4.00K
Tensor702                                          (1000, 1)     0.00B
Tensor703                                          (1000, 1)     4.00K
Tensor704                                               (1,)   512.00B
Tensor705                                               (1,)   512.00B
Tensor706                                               (1,)   512.00B
Tensor707                                               (1,)   512.00B
Tensor708                                               (1,)   512.00B
Tensor709                                               (1,)   512.00B
Tensor710                                               (1,)   512.00B
Tensor711                                               (1,)   512.00B
Tensor712                                               (1,)   512.00B
Tensor713                                               (1,)   512.00B
Tensor714                                               (1,)   512.00B
Tensor715                                               (1,)   512.00B
Tensor716                                               (1,)   512.00B
Tensor717                                               (1,)   512.00B
Tensor718                                               (1,)   512.00B
Tensor719                                               (1,)   512.00B
Tensor720                                               (1,)   512.00B
Tensor721                                               (1,)   512.00B
Tensor722                                               (1,)   512.00B
Parameter723                                        (256, 1)     1.00K
Parameter724                                          (256,)     1.00K
Tensor725                                           (256, 1)     1.00K
Tensor726                                             (256,)     2.00K
Parameter727                                     (256, 1117)     1.09M
Parameter728                                          (256,)     1.00K
Parameter729                                        (2, 256)     2.00K
Parameter730                                            (2,)   512.00B
Tensor731                                           (2, 256)     2.00K
Tensor732                                               (2,)   512.00B
Tensor733                                          (111709,)   436.50K
Tensor734                                          (111709,)   436.50K
Tensor735                                          (1000, 1)     4.00K
Parameter736                                        (256, 1)     1.00K
Parameter737                                          (256,)     1.00K
Tensor738                                           (256, 1)     1.00K
Tensor739                                             (256,)     2.00K
Parameter740                                     (256, 1117)     1.09M
Parameter741                                          (256,)     1.00K
Parameter742                                        (2, 256)     2.00K
Parameter743                                            (2,)   512.00B
Tensor744                                           (2, 256)     2.00K
Tensor745                                               (2,)   512.00B
Parameter746                                        (256, 1)     1.00K
Parameter747                                          (256,)     1.00K
Tensor748                                           (256, 1)     1.00K
Tensor749                                             (256,)     2.00K
Parameter750                                     (256, 1117)     1.09M
Parameter751                                          (256,)     1.00K
Parameter752                                        (2, 256)     2.00K
Parameter753                                            (2,)   512.00B
Tensor754                                           (2, 256)     2.00K
Tensor755                                               (2,)   512.00B
Parameter756                                        (11170,)    44.00K
Parameter757                                 (64, 175, 1746)    74.60M
Parameter758                                  (64, 175, 175)     7.48M
Parameter759                                         (2234,)     9.00K
Parameter760                                   (64, 35, 175)     1.50M
Parameter761                                    (64, 35, 35)   306.50K
Parameter762                                         (1117,)     4.50K
Parameter763                                   (16, 70, 140)   612.50K
Parameter764                                    (16, 70, 70)   306.50K
Parameter765                                          (8, 1)   512.00B
Parameter766                                            (8,)   512.00B
Tensor767                                             (8, 1)   512.00B
Parameter768                                          (8, 8)   512.00B
Parameter769                                            (8,)   512.00B
Tensor770                                             (8, 8)   512.00B
Parameter771                                          (2, 8)   512.00B
Parameter772                                            (2,)   512.00B
Tensor773                                             (2, 8)   512.00B
Parameter774                                          (8, 1)   512.00B
Parameter775                                            (8,)   512.00B
Tensor776                                             (8, 1)   512.00B
Parameter777                                          (8, 8)   512.00B
Parameter778                                            (8,)   512.00B
Tensor779                                             (8, 8)   512.00B
Parameter780                                          (2, 8)   512.00B
Parameter781                                            (2,)   512.00B
Tensor782                                             (2, 8)   512.00B
Parameter783                                          (8, 1)   512.00B
Parameter784                                            (8,)   512.00B
Tensor785                                             (8, 1)   512.00B
Parameter786                                          (8, 8)   512.00B
Parameter787                                            (8,)   512.00B
Tensor788                                             (8, 8)   512.00B
Parameter789                                          (2, 8)   512.00B
Parameter790                                            (2,)   512.00B
Tensor791                                             (2, 8)   512.00B
Parameter792                                          (8, 1)   512.00B
Parameter793                                            (8,)   512.00B
Tensor794                                             (8, 1)   512.00B
Parameter795                                          (8, 8)   512.00B
Parameter796                                            (8,)   512.00B
Tensor797                                             (8, 8)   512.00B
Parameter798                                          (2, 8)   512.00B
Parameter799                                            (2,)   512.00B
Tensor800                                             (2, 8)   512.00B
Parameter801                                          (8, 1)   512.00B
Parameter802                                            (8,)   512.00B
Tensor803                                             (8, 1)   512.00B
Parameter804                                          (8, 8)   512.00B
Parameter805                                            (8,)   512.00B
Tensor806                                             (8, 8)   512.00B
Parameter807                                          (2, 8)   512.00B
Parameter808                                            (2,)   512.00B
Tensor809                                             (2, 8)   512.00B
Tensor810                                             (8, 1)   512.00B
Tensor811                                             (8, 8)   512.00B
Tensor812                                             (2, 8)   512.00B
Tensor813                                             (8, 1)   512.00B
Tensor814                                             (8, 8)   512.00B
Tensor815                                             (2, 8)   512.00B
Tensor816                                             (8, 1)   512.00B
Tensor817                                             (8, 8)   512.00B
Tensor818                                             (2, 8)   512.00B
Tensor819                                             (8, 1)   512.00B
Tensor820                                             (8, 8)   512.00B
Tensor821                                             (2, 8)   512.00B
Tensor822                                             (8, 1)   512.00B
Tensor823                                             (8, 8)   512.00B
Tensor824                                             (2, 8)   512.00B
Parameter825                                      (256, 256)   256.00K
Parameter826                                          (256,)     1.00K
Tensor827                                         (256, 256)   256.00K
Tensor828                                             (256,)     2.00K
Parameter829                                      (256, 256)   256.00K
Parameter830                                          (256,)     1.00K
Tensor831                                         (256, 256)   256.00K
Tensor832                                             (256,)     2.00K
Parameter833                                      (256, 256)   256.00K
Parameter834                                          (256,)     1.00K
Tensor835                                         (256, 256)   256.00K
Tensor836                                             (256,)     2.00K
Parameter837                                      (256, 256)   256.00K
Parameter838                                          (256,)     1.00K
Tensor839                                         (256, 256)   256.00K
Tensor840                                             (256,)     2.00K
Parameter841                                      (256, 256)   256.00K
Parameter842                                          (256,)     1.00K
Tensor843                                         (256, 256)   256.00K
Tensor844                                             (256,)     2.00K
Parameter845                                      (256, 256)   256.00K
Parameter846                                          (256,)     1.00K
Tensor847                                         (256, 256)   256.00K
Tensor848                                             (256,)     2.00K
Tensor849                                          (1600, 1)     6.50K
Tensor850                                          (1600, 1)     6.50K
Tensor851                                          (1600, 1)     6.50K
Tensor852                                          (1600, 1)     6.50K
Tensor853                                          (1600, 1)     6.50K
Tensor854                                          (1600, 1)     6.50K
Tensor855                                       (50, 111709)    21.31M
Tensor856                                            (50, 1)   512.00B
Tensor857                                          (1600, 1)     0.00B
Tensor858                                          (1600, 1)     6.50K
Tensor859                                          (1600, 1)     6.50K
Tensor860                                          (1600, 1)     6.50K
Tensor861                                          (1600, 1)     6.50K
Tensor862                                          (1600, 1)     6.50K
Tensor863                                          (1600, 1)     6.50K
Tensor864                                          (1600, 1)     6.50K
Tensor865                                          (1600, 1)     6.50K
Tensor866                                          (1600, 1)     6.50K
Tensor867                                          (1600, 1)     6.50K
Tensor868                                          (1600, 1)     6.50K
Tensor869                                          (1000, 1)     4.00K
Tensor870                                               (1,)   512.00B
Tensor871                                               (1,)   512.00B
Tensor872                                               (1,)   512.00B
Tensor873                                               (1,)   512.00B
Tensor874                                               (1,)   512.00B
Tensor875                                               (1,)   512.00B
Tensor876                                               (1,)   512.00B
Parameter877                                        (256, 1)     1.00K
Parameter878                                          (256,)     1.00K
Tensor879                                           (256, 1)     1.00K
Tensor880                                             (256,)     2.00K
Parameter881                                     (256, 1117)     1.09M
Parameter882                                          (256,)     1.00K
Parameter883                                      (256, 256)   256.00K
Parameter884                                          (256,)     1.00K
Tensor885                                         (256, 256)   256.00K
Tensor886                                             (256,)     2.00K
Parameter887                                      (256, 256)   256.00K
Parameter888                                          (256,)     1.00K
Tensor889                                         (256, 256)   256.00K
Tensor890                                             (256,)     2.00K
Parameter891                                        (2, 256)     2.00K
Parameter892                                            (2,)   512.00B
Tensor893                                           (2, 256)     2.00K
Tensor894                                               (2,)   512.00B
Tensor895                                               (1,)   512.00B
Parameter896                                        (256, 1)     1.00K
Parameter897                                          (256,)     1.00K
Tensor898                                           (256, 1)     1.00K
Tensor899                                             (256,)     2.00K
Parameter900                                     (256, 1117)     1.09M
Parameter901                                          (256,)     1.00K
Parameter902                                      (256, 256)   256.00K
Parameter903                                          (256,)     1.00K
Tensor904                                         (256, 256)   256.00K
Tensor905                                             (256,)     2.00K
Parameter906                                      (256, 256)   256.00K
Parameter907                                          (256,)     1.00K
Tensor908                                         (256, 256)   256.00K
Tensor909                                             (256,)     2.00K
Parameter910                                        (2, 256)     2.00K
Parameter911                                            (2,)   512.00B
Tensor912                                           (2, 256)     2.00K
Tensor913                                               (2,)   512.00B
Tensor914                                               (1,)   512.00B
Tensor915                                          (1000, 1)     4.00K
Parameter916                                        (256, 1)     1.00K
Parameter917                                          (256,)     1.00K
Tensor918                                           (256, 1)     1.00K
Tensor919                                             (256,)     2.00K
Parameter920                                     (256, 1117)     1.09M
Parameter921                                          (256,)     1.00K
Parameter922                                      (256, 256)   256.00K
Parameter923                                          (256,)     1.00K
Tensor924                                         (256, 256)   256.00K
Tensor925                                             (256,)     2.00K
Parameter926                                      (256, 256)   256.00K
Parameter927                                          (256,)     1.00K
Tensor928                                         (256, 256)   256.00K
Tensor929                                             (256,)     2.00K
Parameter930                                        (2, 256)     2.00K
Parameter931                                            (2,)   512.00B
Tensor932                                           (2, 256)     2.00K
Tensor933                                               (2,)   512.00B
Tensor934                                               (1,)   512.00B
Tensor935                                               (1,)   512.00B
Tensor936                                          (111709,)   436.50K
Tensor937                                          (111709,)   436.50K
Parameter938                                        (11170,)    44.00K
Parameter939                                 (64, 175, 1746)    74.60M
Parameter940                                  (64, 175, 175)     7.48M
Parameter941                                         (2234,)     9.00K
Parameter942                                   (64, 35, 175)     1.50M
Parameter943                                    (64, 35, 35)   306.50K
Parameter944                                         (1117,)     4.50K
Parameter945                                   (16, 70, 140)   612.50K
Parameter946                                    (16, 70, 70)   306.50K
Tensor947                                               (1,)   512.00B
Tensor948                                          (1000, 1)     4.00K
Tensor949                                          (1000, 1)     4.00K
Tensor950                                          (1000, 1)     4.00K
Tensor951                                          (1000, 1)     4.00K
Tensor952                                          (1000, 1)     4.00K
Tensor953                                          (1000, 1)     4.00K
Tensor954                                          (1000, 1)     4.00K
Tensor955                                               (1,)   512.00B
Parameter956                                          (8, 1)   512.00B
Parameter956.grad                                     (8, 1)   512.00B
Parameter957                                            (8,)   512.00B
Parameter957.grad                                       (8,)   512.00B
Tensor958                                             (8, 1)   512.00B
Parameter959                                          (8, 8)   512.00B
Parameter959.grad                                     (8, 8)   512.00B
Parameter960                                            (8,)   512.00B
Parameter960.grad                                       (8,)   512.00B
Tensor961                                             (8, 8)   512.00B
Tensor962                                          (1000, 1)     4.00K
Tensor963                                          (1000, 1)     0.00B
Tensor964                                          (1000, 1)     4.00K
Tensor965                                          (1000, 1)     0.00B
Tensor966                                          (1000, 1)     4.00K
Tensor967                                          (1000, 1)     0.00B
Tensor968                                          (1000, 1)     4.00K
Tensor969                                          (1000, 1)     0.00B
Tensor970                                          (1000, 1)     4.00K
Tensor971                                          (1000, 1)     0.00B
Tensor972                                          (1000, 1)     4.00K
Tensor973                                          (1000, 1)     0.00B
Tensor974                                          (1000, 1)     4.00K
Tensor975                                          (1000, 1)     0.00B
Tensor976                                          (1000, 1)     0.00B
Parameter977                                          (2, 8)   512.00B
Parameter977.grad                                     (2, 8)   512.00B
Parameter978                                            (2,)   512.00B
Parameter978.grad                                       (2,)   512.00B
Tensor979                                             (2, 8)   512.00B
Tensor980                                               (1,)   512.00B
Tensor981                                               (1,)   512.00B
Tensor982                                               (1,)   512.00B
Parameter983                                          (8, 1)   512.00B
Parameter983.grad                                     (8, 1)   512.00B
Parameter984                                            (8,)   512.00B
Parameter984.grad                                       (8,)   512.00B
Tensor985                                             (8, 1)   512.00B
Parameter986                                          (8, 8)   512.00B
Parameter986.grad                                     (8, 8)   512.00B
Parameter987                                            (8,)   512.00B
Parameter987.grad                                       (8,)   512.00B
Tensor988                                             (8, 8)   512.00B
Parameter989                                          (2, 8)   512.00B
Parameter989.grad                                     (2, 8)   512.00B
Parameter990                                            (2,)   512.00B
Parameter990.grad                                       (2,)   512.00B
Tensor991                                             (2, 8)   512.00B
Tensor992                                               (1,)   512.00B
Tensor993                                               (1,)   512.00B
Tensor994                                               (1,)   512.00B
Parameter995                                          (8, 1)   512.00B
Parameter995.grad                                     (8, 1)   512.00B
Parameter996                                            (8,)   512.00B
Parameter996.grad                                       (8,)   512.00B
Tensor997                                             (8, 1)   512.00B
Parameter998                                          (8, 8)   512.00B
Parameter998.grad                                     (8, 8)   512.00B
Parameter999                                            (8,)   512.00B
Parameter999.grad                                       (8,)   512.00B
Tensor1000                                            (8, 8)   512.00B
Parameter1001                                         (2, 8)   512.00B
Parameter1001.grad                                    (2, 8)   512.00B
Parameter1002                                           (2,)   512.00B
Parameter1002.grad                                      (2,)   512.00B
Tensor1003                                            (2, 8)   512.00B
Tensor1004                                              (1,)   512.00B
Tensor1005                                              (1,)   512.00B
Tensor1006                                              (1,)   512.00B
Parameter1007                                         (8, 1)   512.00B
Parameter1007.grad                                    (8, 1)   512.00B
Parameter1008                                           (8,)   512.00B
Parameter1008.grad                                      (8,)   512.00B
Tensor1009                                            (8, 1)   512.00B
Parameter1010                                         (8, 8)   512.00B
Parameter1010.grad                                    (8, 8)   512.00B
Parameter1011                                           (8,)   512.00B
Parameter1011.grad                                      (8,)   512.00B
Tensor1012                                            (8, 8)   512.00B
Parameter1013                                         (2, 8)   512.00B
Parameter1013.grad                                    (2, 8)   512.00B
Parameter1014                                           (2,)   512.00B
Parameter1014.grad                                      (2,)   512.00B
Tensor1015                                            (2, 8)   512.00B
Tensor1016                                              (1,)   512.00B
Tensor1017                                              (1,)   512.00B
Tensor1018                                              (1,)   512.00B
Parameter1019                                         (8, 1)   512.00B
Parameter1019.grad                                    (8, 1)   512.00B
Parameter1020                                           (8,)   512.00B
Parameter1020.grad                                      (8,)   512.00B
Tensor1021                                            (8, 1)   512.00B
Parameter1022                                         (8, 8)   512.00B
Parameter1022.grad                                    (8, 8)   512.00B
Parameter1023                                           (8,)   512.00B
Parameter1023.grad                                      (8,)   512.00B
Tensor1024                                            (8, 8)   512.00B
Parameter1025                                         (2, 8)   512.00B
Parameter1025.grad                                    (2, 8)   512.00B
Parameter1026                                           (2,)   512.00B
Parameter1026.grad                                      (2,)   512.00B
Tensor1027                                            (2, 8)   512.00B
Tensor1028                                            (2, 8)   512.00B
Parameter1029                                           (2,)   512.00B
Parameter1030                                         (2, 8)   512.00B
Tensor1031                                            (8, 8)   512.00B
Parameter1032                                           (8,)   512.00B
Parameter1033                                         (8, 8)   512.00B
Tensor1034                                            (8, 1)   512.00B
Parameter1035                                           (8,)   512.00B
Parameter1036                                         (8, 1)   512.00B
Tensor1037                                              (1,)   512.00B
Tensor1038                                              (1,)   512.00B
Tensor1039                                              (1,)   512.00B
Tensor1040                                            (2, 8)   512.00B
Parameter1041                                           (2,)   512.00B
Parameter1042                                         (2, 8)   512.00B
Tensor1043                                            (8, 8)   512.00B
Parameter1044                                           (8,)   512.00B
Parameter1045                                         (8, 8)   512.00B
Tensor1046                                            (8, 1)   512.00B
Parameter1047                                           (8,)   512.00B
Parameter1048                                         (8, 1)   512.00B
Tensor1049                                              (1,)   512.00B
Tensor1050                                              (1,)   512.00B
Tensor1051                                              (1,)   512.00B
Tensor1052                                            (2, 8)   512.00B
Parameter1053                                           (2,)   512.00B
Parameter1054                                         (2, 8)   512.00B
Tensor1055                                            (8, 8)   512.00B
Parameter1056                                           (8,)   512.00B
Parameter1057                                         (8, 8)   512.00B
Tensor1058                                            (8, 1)   512.00B
Parameter1059                                           (8,)   512.00B
Parameter1060                                         (8, 1)   512.00B
Tensor1061                                              (1,)   512.00B
Tensor1062                                              (1,)   512.00B
Tensor1063                                              (1,)   512.00B
Tensor1064                                            (2, 8)   512.00B
Parameter1065                                           (2,)   512.00B
Parameter1066                                         (2, 8)   512.00B
Tensor1067                                            (8, 8)   512.00B
Parameter1068                                           (8,)   512.00B
Parameter1069                                         (8, 8)   512.00B
Tensor1070                                            (8, 1)   512.00B
Parameter1071                                           (8,)   512.00B
Parameter1072                                         (8, 1)   512.00B
Tensor1073                                              (1,)   512.00B
Tensor1074                                              (1,)   512.00B
Tensor1075                                              (1,)   512.00B
Tensor1076                                            (2, 8)   512.00B
Parameter1077                                           (2,)   512.00B
Parameter1078                                         (2, 8)   512.00B
Tensor1079                                            (8, 8)   512.00B
Parameter1080                                           (8,)   512.00B
Parameter1081                                         (8, 8)   512.00B
Tensor1082                                            (8, 1)   512.00B
Parameter1083                                           (8,)   512.00B
Parameter1084                                         (8, 1)   512.00B
Tensor1085                                              (1,)   512.00B
Tensor1086                                         (1000, 1)     4.00K
Tensor1087                                       (1, 111709)     0.00B
Tensor1088                                            (8, 1)   512.00B
Tensor1089                                              (8,)   512.00B
Tensor1090                                            (8, 8)   512.00B
Tensor1091                                              (8,)   512.00B
Tensor1092                                            (2, 8)   512.00B
Tensor1093                                              (2,)   512.00B
Tensor1094                                            (8, 1)   512.00B
Tensor1095                                              (8,)   512.00B
Tensor1096                                            (8, 8)   512.00B
Tensor1097                                              (8,)   512.00B
Tensor1098                                            (2, 8)   512.00B
Tensor1099                                              (2,)   512.00B
Tensor1100                                            (8, 1)   512.00B
Tensor1101                                              (8,)   512.00B
Tensor1102                                            (8, 8)   512.00B
Tensor1103                                              (8,)   512.00B
Tensor1104                                            (2, 8)   512.00B
Tensor1105                                              (2,)   512.00B
Tensor1106                                            (8, 1)   512.00B
Tensor1107                                              (8,)   512.00B
Tensor1108                                            (8, 8)   512.00B
Tensor1109                                              (8,)   512.00B
Tensor1110                                            (2, 8)   512.00B
Tensor1111                                              (2,)   512.00B
Tensor1112                                            (8, 1)   512.00B
Tensor1113                                              (8,)   512.00B
Tensor1114                                            (8, 8)   512.00B
Tensor1115                                              (8,)   512.00B
Tensor1116                                            (2, 8)   512.00B
Tensor1117                                              (2,)   512.00B
Parameter956.grad                                     (8, 1)     0.00B
Tensor1118                                            (8, 1)   512.00B
Tensor1119                                            (8, 1)   512.00B
Parameter957.grad                                       (8,)     0.00B
Tensor1120                                              (8,)   512.00B
Tensor1121                                              (8,)   512.00B
Parameter959.grad                                     (8, 8)     0.00B
Tensor1122                                            (8, 8)   512.00B
Tensor1123                                            (8, 8)   512.00B
Parameter960.grad                                       (8,)     0.00B
Tensor1124                                              (8,)   512.00B
Tensor1125                                              (8,)   512.00B
Parameter977.grad                                     (2, 8)     0.00B
Tensor1126                                            (2, 8)   512.00B
Tensor1127                                            (2, 8)   512.00B
Parameter978.grad                                       (2,)     0.00B
Tensor1128                                              (2,)   512.00B
Tensor1129                                              (2,)   512.00B
Parameter983.grad                                     (8, 1)     0.00B
Tensor1130                                            (8, 1)   512.00B
Tensor1131                                            (8, 1)   512.00B
Parameter984.grad                                       (8,)     0.00B
Tensor1132                                              (8,)   512.00B
Tensor1133                                              (8,)   512.00B
Parameter986.grad                                     (8, 8)     0.00B
Tensor1134                                            (8, 8)   512.00B
Tensor1135                                            (8, 8)   512.00B
Parameter987.grad                                       (8,)     0.00B
Tensor1136                                              (8,)   512.00B
Tensor1137                                              (8,)   512.00B
Parameter989.grad                                     (2, 8)     0.00B
Tensor1138                                            (2, 8)   512.00B
Tensor1139                                            (2, 8)   512.00B
Parameter990.grad                                       (2,)     0.00B
Tensor1140                                              (2,)   512.00B
Tensor1141                                              (2,)   512.00B
Parameter995.grad                                     (8, 1)     0.00B
Tensor1142                                            (8, 1)   512.00B
Tensor1143                                            (8, 1)   512.00B
Parameter996.grad                                       (8,)     0.00B
Tensor1144                                              (8,)   512.00B
Tensor1145                                              (8,)   512.00B
Parameter998.grad                                     (8, 8)     0.00B
Tensor1146                                            (8, 8)   512.00B
Tensor1147                                            (8, 8)   512.00B
Parameter999.grad                                       (8,)     0.00B
Tensor1148                                              (8,)   512.00B
Tensor1149                                              (8,)   512.00B
Parameter1001.grad                                    (2, 8)     0.00B
Tensor1150                                            (2, 8)   512.00B
Tensor1151                                            (2, 8)   512.00B
Parameter1002.grad                                      (2,)     0.00B
Tensor1152                                              (2,)   512.00B
Tensor1153                                              (2,)   512.00B
Parameter1007.grad                                    (8, 1)     0.00B
Tensor1154                                            (8, 1)   512.00B
Tensor1155                                            (8, 1)   512.00B
Parameter1008.grad                                      (8,)     0.00B
Tensor1156                                              (8,)   512.00B
Tensor1157                                              (8,)   512.00B
Parameter1010.grad                                    (8, 8)     0.00B
Tensor1158                                            (8, 8)   512.00B
Tensor1159                                            (8, 8)   512.00B
Parameter1011.grad                                      (8,)     0.00B
Tensor1160                                              (8,)   512.00B
Tensor1161                                              (8,)   512.00B
Parameter1013.grad                                    (2, 8)     0.00B
Tensor1162                                            (2, 8)   512.00B
Tensor1163                                            (2, 8)   512.00B
Parameter1014.grad                                      (2,)     0.00B
Tensor1164                                              (2,)   512.00B
Tensor1165                                              (2,)   512.00B
Parameter1019.grad                                    (8, 1)     0.00B
Tensor1166                                            (8, 1)   512.00B
Tensor1167                                            (8, 1)   512.00B
Parameter1020.grad                                      (8,)     0.00B
Tensor1168                                              (8,)   512.00B
Tensor1169                                              (8,)   512.00B
Parameter1022.grad                                    (8, 8)     0.00B
Tensor1170                                            (8, 8)   512.00B
Tensor1171                                            (8, 8)   512.00B
Parameter1023.grad                                      (8,)     0.00B
Tensor1172                                              (8,)   512.00B
Tensor1173                                              (8,)   512.00B
Parameter1025.grad                                    (2, 8)     0.00B
Tensor1174                                            (2, 8)   512.00B
Tensor1175                                            (2, 8)   512.00B
Parameter1026.grad                                      (2,)     0.00B
Tensor1176                                              (2,)   512.00B
Tensor1177                                              (2,)   512.00B
Tensor1178                                              (1,)   512.00B
Tensor1179                                              (1,)   512.00B
Tensor1180                                         (1600, 1)     6.50K
Tensor1181                                         (1600, 1)     6.50K
Tensor1182                                         (1600, 1)     6.50K
Tensor1183                                         (1600, 1)     6.50K
Tensor1184                                         (1600, 1)     6.50K
Tensor1185                                         (1600, 1)     6.50K
Tensor1186                                      (50, 111709)    21.31M
Tensor1187                                           (50, 1)   512.00B
Tensor1188                                         (1600, 1)     0.00B
Tensor1189                                         (1600, 1)     6.50K
Tensor1190                                         (1600, 1)     6.50K
Tensor1191                                         (1600, 1)     6.50K
Tensor1192                                         (1600, 1)     6.50K
Tensor1193                                         (1600, 1)     6.50K
Tensor1194                                         (1600, 1)     6.50K
Tensor1195                                         (1600, 1)     6.50K
Tensor1196                                         (1600, 1)     6.50K
Tensor1197                                         (1600, 1)     6.50K
Tensor1198                                         (1600, 1)     6.50K
Tensor1199                                         (1600, 1)     6.50K
Tensor1200                                              (1,)   512.00B
Tensor1201                                              (1,)   512.00B
Tensor1202                                              (1,)   512.00B
Tensor1203                                              (1,)   512.00B
Parameter1204                                         (8, 1)   512.00B
Parameter1205                                           (8,)   512.00B
Tensor1206                                            (8, 1)   512.00B
Parameter1207                                         (8, 8)   512.00B
Parameter1208                                           (8,)   512.00B
Tensor1209                                            (8, 8)   512.00B
Parameter1210                                         (2, 8)   512.00B
Parameter1211                                           (2,)   512.00B
Tensor1212                                            (2, 8)   512.00B
Tensor1213                                              (1,)   512.00B
Tensor1214                                              (1,)   512.00B
Tensor1215                                              (1,)   512.00B
Tensor1216                                              (1,)   512.00B
Parameter1217                                       (256, 1)     1.00K
Parameter1218                                         (256,)     1.00K
Tensor1219                                          (256, 1)     1.00K
Tensor1220                                            (256,)     2.00K
Parameter1221                                    (256, 1117)     1.09M
Parameter1222                                         (256,)     1.00K
Parameter1223                                     (256, 256)   256.00K
Parameter1224                                         (256,)     1.00K
Tensor1225                                        (256, 256)   256.00K
Tensor1226                                            (256,)     2.00K
Parameter1227                                     (256, 256)   256.00K
Parameter1228                                         (256,)     1.00K
Tensor1229                                        (256, 256)   256.00K
Tensor1230                                            (256,)     2.00K
Parameter1231                                       (2, 256)     2.00K
Parameter1232                                           (2,)   512.00B
Tensor1233                                          (2, 256)     2.00K
Tensor1234                                              (2,)   512.00B
Tensor1235                                              (1,)   512.00B
Parameter1236                                       (256, 1)     1.00K
Parameter1237                                         (256,)     1.00K
Tensor1238                                          (256, 1)     1.00K
Tensor1239                                            (256,)     2.00K
Parameter1240                                    (256, 1117)     1.09M
Parameter1241                                         (256,)     1.00K
Parameter1242                                     (256, 256)   256.00K
Parameter1243                                         (256,)     1.00K
Tensor1244                                        (256, 256)   256.00K
Tensor1245                                            (256,)     2.00K
Parameter1246                                     (256, 256)   256.00K
Parameter1247                                         (256,)     1.00K
Tensor1248                                        (256, 256)   256.00K
Tensor1249                                            (256,)     2.00K
Parameter1250                                       (2, 256)     2.00K
Parameter1251                                           (2,)   512.00B
Tensor1252                                          (2, 256)     2.00K
Tensor1253                                              (2,)   512.00B
Tensor1254                                              (1,)   512.00B
Parameter1255                                       (256, 1)     1.00K
Parameter1256                                         (256,)     1.00K
Tensor1257                                          (256, 1)     1.00K
Tensor1258                                            (256,)     2.00K
Parameter1259                                    (256, 1117)     1.09M
