Element type                                            Size  Used MEM
Tensor3875                                              (1,)   512.00B
Tensor3876                                         (1000, 1)     4.00K
Tensor3877                                              (1,)   512.00B
Tensor3878                                              (1,)   512.00B
Tensor3879                                         (1000, 1)     4.00K
Tensor3880                                              (1,)   512.00B
Tensor3881                                              (1,)   512.00B
Tensor3882                                         (1000, 1)     4.00K
Tensor3883                                              (1,)   512.00B
Tensor3884                                              (1,)   512.00B
Tensor3885                                         (1000, 1)     4.00K
Tensor3886                                         (1600, 1)     6.50K
Tensor3887                                              (1,)   512.00B
Tensor3888                                         (1000, 1)     4.00K
Tensor3889                                              (1,)   512.00B
Tensor3890                                              (1,)   512.00B
Tensor3891                                         (1000, 1)     4.00K
Tensor3892                                              (1,)   512.00B
Tensor3893                                              (1,)   512.00B
Tensor3894                                         (1000, 1)     4.00K
Tensor3895                                              (1,)   512.00B
Tensor3896                                              (1,)   512.00B
Tensor3897                                         (1000, 1)     4.00K
Tensor3898                                              (1,)   512.00B
Tensor3899                                              (1,)   512.00B
Tensor3900                                         (1000, 1)     4.00K
Tensor3901                                         (1000, 1)     4.00K
Tensor3902                                              (1,)   512.00B
Tensor3903                                              (1,)   512.00B
Tensor3904                                         (1000, 1)     4.00K
Tensor3905                                              (1,)   512.00B
Tensor3906                                              (1,)   512.00B
Tensor3907                                         (1000, 1)     4.00K
Tensor3908                                              (1,)   512.00B
Tensor3909                                              (1,)   512.00B
Tensor3910                                         (1000, 1)     4.00K
Tensor3911                                              (1,)   512.00B
Tensor3912                                              (1,)   512.00B
Tensor3913                                         (1000, 1)     4.00K
Tensor3914                                         (1000, 1)     4.00K
Tensor3915                                              (1,)   512.00B
Tensor3916                                              (1,)   512.00B
Tensor3917                                         (1000, 1)     4.00K
Tensor3918                                              (1,)   512.00B
Tensor3919                                              (1,)   512.00B
Tensor3920                                         (1000, 1)     4.00K
Tensor3921                                              (1,)   512.00B
Tensor3922                                              (1,)   512.00B
Tensor3923                                         (1000, 1)     4.00K
Tensor3924                                              (1,)   512.00B
Tensor3925                                              (1,)   512.00B
Tensor3926                                         (1000, 1)     4.00K
Tensor3927                                         (1000, 1)     4.00K
Tensor3928                                              (1,)   512.00B
Tensor3929                                              (1,)   512.00B
Tensor3930                                         (1000, 1)     4.00K
Tensor3931                                              (1,)   512.00B
Tensor3932                                              (1,)   512.00B
Tensor3933                                         (1000, 1)     4.00K
Tensor3934                                              (1,)   512.00B
Tensor3935                                              (1,)   512.00B
Tensor3936                                         (1000, 1)     4.00K
Tensor3937                                              (1,)   512.00B
Tensor3938                                              (1,)   512.00B
Tensor3939                                         (1000, 1)     4.00K
Tensor3940                                              (1,)   512.00B
Tensor3941                                         (1000, 1)     4.00K
Tensor3942                                              (1,)   512.00B
Tensor3943                                              (1,)   512.00B
Tensor3944                                         (1000, 1)     4.00K
Tensor3945                                              (1,)   512.00B
Tensor3946                                              (1,)   512.00B
Tensor3947                                         (1000, 1)     4.00K
Tensor3948                                              (1,)   512.00B
Tensor3949                                              (1,)   512.00B
Tensor3950                                         (1000, 1)     4.00K
Tensor3951                                              (1,)   512.00B
Tensor3952                                              (1,)   512.00B
Tensor3953                                         (1000, 1)     4.00K
Tensor3954                                         (1000, 1)     4.00K
Tensor3955                                              (1,)   512.00B
Tensor3956                                              (1,)   512.00B
Tensor3957                                         (1000, 1)     4.00K
Tensor3958                                              (1,)   512.00B
Tensor3959                                              (1,)   512.00B
Tensor3960                                         (1000, 1)     4.00K
Tensor3961                                              (1,)   512.00B
Tensor3962                                              (1,)   512.00B
Tensor3963                                         (1000, 1)     4.00K
Tensor3964                                              (1,)   512.00B
Tensor3965                                              (1,)   512.00B
Tensor3966                                         (1000, 1)     4.00K
Tensor3967                                              (1,)   512.00B
Tensor3968                                         (1000, 1)     4.00K
Tensor3969                                              (1,)   512.00B
Tensor3970                                              (1,)   512.00B
Tensor3971                                         (1000, 1)     4.00K
Tensor3972                                              (1,)   512.00B
Tensor3973                                              (1,)   512.00B
Tensor3974                                         (1000, 1)     4.00K
Tensor3975                                              (1,)   512.00B
Tensor3976                                              (1,)   512.00B
Tensor3977                                         (1000, 1)     4.00K
Tensor3978                                              (1,)   512.00B
Tensor3979                                              (1,)   512.00B
Tensor3980                                         (1000, 1)     4.00K
Tensor3981                                              (1,)   512.00B
Tensor3982                                         (1000, 1)     4.00K
Tensor3983                                              (1,)   512.00B
Tensor3984                                              (1,)   512.00B
Tensor3985                                         (1000, 1)     4.00K
Tensor3986                                              (1,)   512.00B
Tensor3987                                              (1,)   512.00B
Tensor3988                                         (1000, 1)     4.00K
Tensor3989                                              (1,)   512.00B
Tensor3990                                              (1,)   512.00B
Tensor3991                                         (1000, 1)     4.00K
Tensor3992                                              (1,)   512.00B
Tensor3993                                              (1,)   512.00B
Tensor3994                                         (1000, 1)     4.00K
Tensor3995                                              (1,)   512.00B
Tensor3996                                         (1000, 1)     4.00K
Tensor3997                                              (1,)   512.00B
Tensor3998                                              (1,)   512.00B
Tensor3999                                         (1000, 1)     4.00K
Tensor4000                                              (1,)   512.00B
Tensor4001                                              (1,)   512.00B
Tensor4002                                         (1000, 1)     4.00K
Tensor4003                                              (1,)   512.00B
Tensor4004                                              (1,)   512.00B
Tensor4005                                         (1000, 1)     4.00K
Tensor4006                                              (1,)   512.00B
Tensor4007                                              (1,)   512.00B
Tensor4008                                         (1000, 1)     4.00K
Tensor4009                                              (1,)   512.00B
Tensor4010                                         (1000, 1)     4.00K
Tensor4011                                              (1,)   512.00B
Tensor4012                                              (1,)   512.00B
Tensor4013                                         (1000, 1)     4.00K
Tensor4014                                              (1,)   512.00B
Tensor4015                                              (1,)   512.00B
Tensor4016                                         (1000, 1)     4.00K
Tensor4017                                              (1,)   512.00B
Tensor4018                                              (1,)   512.00B
Tensor4019                                         (1000, 1)     4.00K
Tensor4020                                              (1,)   512.00B
Tensor4021                                              (1,)   512.00B
Tensor4022                                         (1000, 1)     4.00K
Tensor4023                                         (1600, 1)     6.50K
Tensor4024                                              (1,)   512.00B
Tensor4025                                         (1000, 1)     4.00K
Tensor4026                                         (1000, 1)     4.00K
Tensor4027                                         (1000, 1)     4.00K
Tensor4028                                         (1000, 1)     0.00B
Tensor4029                                         (1000, 1)     4.00K
Tensor4030                                         (1000, 1)     0.00B
Tensor4031                                         (1000, 1)     4.00K
Tensor4032                                         (1000, 1)     0.00B
Tensor4033                                         (1000, 1)     4.00K
Tensor4034                                         (1000, 1)     0.00B
Tensor4035                                         (1000, 1)     4.00K
Tensor4036                                         (1000, 1)     0.00B
Tensor4037                                         (1000, 1)     4.00K
Tensor4038                                         (1000, 1)     0.00B
Tensor4039                                         (1000, 1)     4.00K
Tensor4040                                         (1000, 1)     0.00B
Tensor4041                                         (1000, 1)     4.00K
Tensor4042                                         (1000, 1)     0.00B
Tensor4043                                         (1000, 1)     4.00K
Tensor4044                                              (1,)   512.00B
Tensor4045                                              (1,)   512.00B
Tensor4046                                         (1000, 1)     4.00K
Tensor4047                                         (1000, 1)     4.00K
Tensor4048                                         (1000, 1)     4.00K
Tensor4049                                         (1000, 1)     0.00B
Tensor4050                                         (1000, 1)     4.00K
Tensor4051                                         (1000, 1)     0.00B
Tensor4052                                         (1000, 1)     4.00K
Tensor4053                                         (1000, 1)     0.00B
Tensor4054                                         (1000, 1)     4.00K
Tensor4055                                         (1000, 1)     0.00B
Tensor4056                                         (1000, 1)     4.00K
Tensor4057                                         (1000, 1)     0.00B
Tensor4058                                         (1000, 1)     4.00K
Tensor4059                                         (1000, 1)     0.00B
Tensor4060                                         (1000, 1)     4.00K
Tensor4061                                         (1000, 1)     0.00B
Tensor4062                                         (1000, 1)     4.00K
Tensor4063                                         (1000, 1)     0.00B
Tensor4064                                         (1000, 1)     4.00K
Tensor4065                                              (1,)   512.00B
Tensor4066                                              (1,)   512.00B
Tensor4067                                         (1000, 1)     4.00K
Tensor4068                                         (1000, 1)     4.00K
Tensor4069                                         (1000, 1)     4.00K
Tensor4070                                         (1000, 1)     0.00B
Tensor4071                                         (1000, 1)     4.00K
Tensor4072                                         (1000, 1)     0.00B
Tensor4073                                         (1000, 1)     4.00K
Tensor4074                                         (1000, 1)     0.00B
Tensor4075                                         (1000, 1)     4.00K
Tensor4076                                         (1000, 1)     0.00B
Tensor4077                                         (1000, 1)     4.00K
Tensor4078                                         (1000, 1)     0.00B
Tensor4079                                         (1000, 1)     4.00K
Tensor4080                                         (1000, 1)     0.00B
Tensor4081                                         (1000, 1)     4.00K
Tensor4082                                         (1000, 1)     0.00B
Tensor4083                                         (1000, 1)     4.00K
Tensor4084                                         (1000, 1)     0.00B
Tensor4085                                         (1000, 1)     4.00K
Tensor4086                                              (1,)   512.00B
Tensor4087                                              (1,)   512.00B
Tensor4088                                         (1000, 1)     4.00K
Tensor4089                                         (1000, 1)     4.00K
Tensor4090                                         (1000, 1)     4.00K
Tensor4091                                         (1000, 1)     0.00B
Tensor4092                                         (1000, 1)     4.00K
Tensor4093                                         (1000, 1)     0.00B
Tensor4094                                         (1000, 1)     4.00K
Tensor4095                                         (1000, 1)     0.00B
Tensor4096                                         (1000, 1)     4.00K
Tensor4097                                         (1000, 1)     0.00B
Tensor4098                                         (1000, 1)     4.00K
Tensor4099                                         (1000, 1)     0.00B
Tensor4100                                         (1000, 1)     4.00K
Tensor4101                                         (1000, 1)     0.00B
Tensor4102                                         (1000, 1)     4.00K
Tensor4103                                         (1000, 1)     0.00B
Tensor4104                                         (1000, 1)     4.00K
Tensor4105                                         (1000, 1)     0.00B
Tensor4106                                         (1000, 1)     4.00K
Tensor4107                                              (1,)   512.00B
Tensor4108                                              (1,)   512.00B
Tensor4109                                         (1000, 1)     4.00K
Tensor4110                                         (1000, 1)     4.00K
Tensor4111                                         (1000, 1)     4.00K
Tensor4112                                         (1000, 1)     0.00B
Tensor4113                                         (1000, 1)     4.00K
Tensor4114                                         (1000, 1)     0.00B
Tensor4115                                         (1000, 1)     4.00K
Tensor4116                                         (1000, 1)     0.00B
Tensor4117                                         (1000, 1)     4.00K
Tensor4118                                         (1000, 1)     0.00B
Tensor4119                                         (1000, 1)     4.00K
Tensor4120                                         (1000, 1)     0.00B
Tensor4121                                         (1000, 1)     4.00K
Tensor4122                                         (1000, 1)     0.00B
Tensor4123                                         (1000, 1)     4.00K
Tensor4124                                         (1000, 1)     0.00B
Tensor4125                                         (1000, 1)     4.00K
Tensor4126                                         (1000, 1)     0.00B
Tensor4127                                         (1000, 1)     4.00K
Tensor4128                                              (1,)   512.00B
Tensor4129                                              (1,)   512.00B
Tensor4130                                         (1000, 1)     4.00K
Tensor4131                                         (1000, 1)     4.00K
Tensor4132                                         (1000, 1)     4.00K
Tensor4133                                         (1000, 1)     0.00B
Tensor4134                                         (1000, 1)     4.00K
Tensor4135                                         (1000, 1)     0.00B
Tensor4136                                         (1000, 1)     4.00K
Tensor4137                                         (1000, 1)     0.00B
Tensor4138                                         (1000, 1)     4.00K
Tensor4139                                         (1000, 1)     0.00B
Tensor4140                                         (1000, 1)     4.00K
Tensor4141                                         (1000, 1)     0.00B
Tensor4142                                         (1000, 1)     4.00K
Tensor4143                                         (1000, 1)     0.00B
Tensor4144                                         (1000, 1)     4.00K
Tensor4145                                         (1000, 1)     0.00B
Tensor4146                                         (1000, 1)     4.00K
Tensor4147                                         (1000, 1)     0.00B
Tensor4148                                         (1000, 1)     4.00K
Tensor4149                                              (1,)   512.00B
Tensor4150                                              (1,)   512.00B
Tensor4151                                         (1000, 1)     4.00K
Tensor4152                                         (1000, 1)     4.00K
Tensor4153                                         (1000, 1)     4.00K
Tensor4154                                         (1000, 1)     0.00B
Tensor4155                                         (1000, 1)     4.00K
Tensor4156                                         (1000, 1)     0.00B
Tensor4157                                         (1000, 1)     4.00K
Tensor4158                                         (1000, 1)     0.00B
Tensor4159                                         (1000, 1)     4.00K
Tensor4160                                         (1000, 1)     0.00B
Tensor4161                                         (1000, 1)     4.00K
Tensor4162                                         (1000, 1)     0.00B
Tensor4163                                         (1000, 1)     4.00K
Tensor4164                                         (1000, 1)     0.00B
Tensor4165                                         (1000, 1)     4.00K
Tensor4166                                         (1000, 1)     0.00B
Tensor4167                                         (1000, 1)     4.00K
Tensor4168                                         (1000, 1)     0.00B
Tensor4169                                         (1000, 1)     4.00K
Tensor4170                                              (1,)   512.00B
Tensor4171                                              (1,)   512.00B
Tensor4172                                         (1000, 1)     4.00K
Tensor4173                                         (1000, 1)     4.00K
Tensor4174                                         (1000, 1)     4.00K
Tensor4175                                         (1000, 1)     0.00B
Tensor4176                                         (1000, 1)     4.00K
Tensor4177                                         (1000, 1)     0.00B
Tensor4178                                         (1000, 1)     4.00K
Tensor4179                                         (1000, 1)     0.00B
Tensor4180                                         (1000, 1)     4.00K
Tensor4181                                         (1000, 1)     0.00B
Tensor4182                                         (1000, 1)     4.00K
Tensor4183                                         (1000, 1)     0.00B
Tensor4184                                         (1000, 1)     4.00K
Tensor4185                                         (1000, 1)     0.00B
Tensor4186                                         (1000, 1)     4.00K
Tensor4187                                         (1000, 1)     0.00B
Tensor4188                                         (1000, 1)     4.00K
Tensor4189                                         (1000, 1)     0.00B
Tensor4190                                         (1000, 1)     4.00K
Tensor4191                                              (1,)   512.00B
Tensor4192                                              (1,)   512.00B
Tensor4193                                         (1000, 1)     4.00K
Tensor4194                                         (1000, 1)     4.00K
Tensor4195                                         (1000, 1)     4.00K
Tensor4196                                         (1000, 1)     0.00B
Tensor4197                                         (1000, 1)     4.00K
Tensor4198                                         (1000, 1)     0.00B
Tensor4199                                         (1000, 1)     4.00K
Tensor4200                                         (1000, 1)     0.00B
Tensor4201                                         (1000, 1)     4.00K
Tensor4202                                         (1000, 1)     0.00B
Tensor4203                                         (1000, 1)     4.00K
Tensor4204                                         (1000, 1)     0.00B
Tensor4205                                         (1000, 1)     4.00K
Tensor4206                                         (1000, 1)     0.00B
Tensor4207                                         (1000, 1)     4.00K
Tensor4208                                         (1000, 1)     0.00B
Tensor4209                                         (1000, 1)     4.00K
Tensor4210                                         (1000, 1)     0.00B
Tensor4211                                         (1000, 1)     4.00K
Tensor4212                                              (1,)   512.00B
Tensor4213                                              (1,)   512.00B
Tensor4214                                         (1000, 1)     4.00K
Tensor4215                                         (1000, 1)     4.00K
Tensor4216                                         (1000, 1)     4.00K
Tensor4217                                         (1000, 1)     0.00B
Tensor4218                                         (1000, 1)     4.00K
Tensor4219                                         (1000, 1)     0.00B
Tensor4220                                         (1000, 1)     4.00K
Tensor4221                                         (1000, 1)     0.00B
Tensor4222                                         (1000, 1)     4.00K
Tensor4223                                         (1000, 1)     0.00B
Tensor4224                                         (1000, 1)     4.00K
Tensor4225                                         (1000, 1)     0.00B
Tensor4226                                         (1000, 1)     4.00K
Tensor4227                                         (1000, 1)     0.00B
Tensor4228                                         (1000, 1)     4.00K
Tensor4229                                         (1000, 1)     0.00B
Tensor4230                                         (1000, 1)     4.00K
Tensor4231                                         (1000, 1)     0.00B
Tensor4232                                         (1000, 1)     4.00K
Tensor4233                                              (1,)   512.00B
Tensor4234                                              (1,)   512.00B
Tensor4235                                         (1000, 1)     4.00K
Tensor4236                                         (1000, 1)     4.00K
Tensor4237                                         (1000, 1)     4.00K
Tensor4238                                         (1000, 1)     0.00B
Tensor4239                                         (1000, 1)     4.00K
Tensor4240                                         (1000, 1)     0.00B
Tensor4241                                         (1000, 1)     4.00K
Tensor4242                                         (1000, 1)     0.00B
Tensor4243                                         (1000, 1)     4.00K
Tensor4244                                         (1000, 1)     0.00B
Tensor4245                                         (1000, 1)     4.00K
Tensor4246                                         (1000, 1)     0.00B
Tensor4247                                         (1000, 1)     4.00K
Tensor4248                                         (1000, 1)     0.00B
Tensor4249                                         (1000, 1)     4.00K
Tensor4250                                         (1000, 1)     0.00B
Tensor4251                                         (1000, 1)     4.00K
Tensor4252                                         (1000, 1)     0.00B
Tensor4253                                         (1000, 1)     4.00K
Tensor4254                                              (1,)   512.00B
Tensor4255                                              (1,)   512.00B
Tensor4256                                         (1000, 1)     4.00K
Tensor4257                                         (1000, 1)     4.00K
Tensor4258                                         (1000, 1)     4.00K
Tensor4259                                         (1000, 1)     0.00B
Tensor4260                                         (1000, 1)     4.00K
Tensor4261                                         (1000, 1)     0.00B
Tensor4262                                         (1000, 1)     4.00K
Tensor4263                                         (1000, 1)     0.00B
Tensor4264                                         (1000, 1)     4.00K
Tensor4265                                         (1000, 1)     0.00B
Tensor4266                                         (1000, 1)     4.00K
Tensor4267                                         (1000, 1)     0.00B
Tensor4268                                         (1000, 1)     4.00K
Tensor4269                                         (1000, 1)     0.00B
Tensor4270                                         (1000, 1)     4.00K
Tensor4271                                         (1000, 1)     0.00B
Tensor4272                                         (1000, 1)     4.00K
Tensor4273                                         (1000, 1)     0.00B
Tensor4274                                         (1000, 1)     4.00K
Tensor4275                                              (1,)   512.00B
Tensor4276                                              (1,)   512.00B
Tensor4277                                         (1000, 1)     4.00K
Tensor4278                                         (1000, 1)     4.00K
Tensor4279                                         (1000, 1)     4.00K
Tensor4280                                         (1000, 1)     0.00B
Tensor4281                                         (1000, 1)     4.00K
Tensor4282                                         (1000, 1)     0.00B
Tensor4283                                         (1000, 1)     4.00K
Tensor4284                                         (1000, 1)     0.00B
Tensor4285                                         (1000, 1)     4.00K
Tensor4286                                         (1000, 1)     0.00B
Tensor4287                                         (1000, 1)     4.00K
Tensor4288                                         (1000, 1)     0.00B
Tensor4289                                         (1000, 1)     4.00K
Tensor4290                                         (1000, 1)     0.00B
Tensor4291                                         (1000, 1)     4.00K
Tensor4292                                         (1000, 1)     0.00B
Tensor4293                                         (1000, 1)     4.00K
Tensor4294                                         (1000, 1)     0.00B
Tensor4295                                         (1000, 1)     4.00K
Tensor4296                                              (1,)   512.00B
Tensor4297                                              (1,)   512.00B
Tensor4298                                         (111709,)   436.50K
Tensor4299                                         (111709,)   436.50K
Tensor4300                                         (111709,)   436.50K
Tensor4301                                         (111709,)   436.50K
Tensor4302                                         (111709,)   436.50K
Tensor4303                                         (111709,)   436.50K
Tensor4304                                         (111709,)   436.50K
Tensor4305                                         (111709,)   436.50K
Tensor4306                                         (111709,)   436.50K
Tensor4307                                         (111709,)   436.50K
Tensor4308                                         (111709,)   436.50K
Tensor4309                                         (111709,)   436.50K
Tensor4310                                         (111709,)   436.50K
Tensor4311                                         (111709,)   436.50K
Tensor4312                                         (111709,)   436.50K
Tensor4313                                         (111709,)   436.50K
Tensor4314                                         (111709,)   436.50K
Tensor4315                                         (111709,)   436.50K
Tensor4316                                         (111709,)   436.50K
Tensor4317                                         (111709,)   436.50K
Tensor4318                                         (111709,)   436.50K
Tensor4319                                         (111709,)   436.50K
Tensor4320                                              (1,)   512.00B
Tensor4321                                              (1,)   512.00B
Tensor4322                                              (1,)   512.00B
Tensor4323                                              (1,)   512.00B
Tensor4324                                              (1,)   512.00B
Tensor4325                                            (8, 1)   512.00B
Tensor4326                                            (8, 8)   512.00B
Tensor4327                                            (2, 8)   512.00B
Tensor4328                                            (8, 1)   512.00B
Tensor4329                                            (8, 8)   512.00B
Tensor4330                                            (2, 8)   512.00B
Tensor4331                                            (8, 1)   512.00B
Tensor4332                                            (8, 8)   512.00B
Tensor4333                                            (2, 8)   512.00B
Tensor4334                                            (8, 1)   512.00B
Tensor4335                                            (8, 8)   512.00B
Tensor4336                                            (2, 8)   512.00B
Tensor4337                                            (8, 1)   512.00B
Tensor4338                                            (8, 8)   512.00B
Tensor4339                                            (2, 8)   512.00B
Tensor4340                                              (1,)   512.00B
Tensor4341                                              (1,)   512.00B
Tensor4342                                              (1,)   512.00B
Tensor4343                                              (1,)   512.00B
Tensor4344                                              (1,)   512.00B
Tensor4345                                            (8, 1)   512.00B
Tensor4346                                            (8, 8)   512.00B
Tensor4347                                            (2, 8)   512.00B
Tensor4348                                            (8, 1)   512.00B
Tensor4349                                            (8, 8)   512.00B
Tensor4350                                            (2, 8)   512.00B
Tensor4351                                            (8, 1)   512.00B
Tensor4352                                            (8, 8)   512.00B
Tensor4353                                            (2, 8)   512.00B
Tensor4354                                              (1,)   512.00B
Tensor4355                                              (1,)   512.00B
Tensor4356                                              (1,)   512.00B
Tensor4357                                              (1,)   512.00B
Tensor4358                                              (1,)   512.00B
Tensor4359                                            (8, 1)   512.00B
Tensor4360                                            (8, 8)   512.00B
Tensor4361                                            (2, 8)   512.00B
Tensor4362                                            (8, 1)   512.00B
Tensor4363                                            (8, 8)   512.00B
Tensor4364                                            (2, 8)   512.00B
Tensor4365                                            (8, 1)   512.00B
Tensor4366                                            (8, 8)   512.00B
Tensor4367                                            (2, 8)   512.00B
Tensor4368                                            (8, 1)   512.00B
Tensor4369                                            (8, 8)   512.00B
Tensor4370                                            (2, 8)   512.00B
Tensor4371                                            (8, 1)   512.00B
Tensor4372                                            (8, 8)   512.00B
Tensor4373                                            (2, 8)   512.00B
Tensor4374                                              (1,)   512.00B
Tensor4375                                              (1,)   512.00B
Tensor4376                                              (1,)   512.00B
Tensor4377                                              (1,)   512.00B
Tensor4378                                              (1,)   512.00B
Tensor4379                                              (1,)   512.00B
Tensor4380                                              (1,)   512.00B
Tensor4381                                              (1,)   512.00B
Tensor4382                                              (1,)   512.00B
Tensor4383                                              (1,)   512.00B
Tensor4384                                              (1,)   512.00B
Tensor4385                                              (1,)   512.00B
Tensor4386                                              (1,)   512.00B
Tensor4387                                              (1,)   512.00B
Tensor4388                                              (1,)   512.00B
Tensor4389                                              (1,)   512.00B
Tensor4390                                              (1,)   512.00B
Tensor4391                                              (1,)   512.00B
Tensor4392                                              (1,)   512.00B
Tensor4393                                              (1,)   512.00B
Tensor4394                                              (1,)   512.00B
Tensor4395                                              (1,)   512.00B
Tensor4396                                              (1,)   512.00B
Tensor4397                                              (1,)   512.00B
Tensor4398                                              (1,)   512.00B
Tensor4399                                              (1,)   512.00B
Tensor4400                                              (1,)   512.00B
Tensor4401                                              (1,)   512.00B
Tensor4402                                              (1,)   512.00B
Tensor4403                                              (1,)   512.00B
Tensor4404                                              (1,)   512.00B
Tensor4405                                              (1,)   512.00B
Tensor4406                                              (1,)   512.00B
Tensor4407                                              (1,)   512.00B
Tensor4408                                              (1,)   512.00B
Tensor4409                                              (1,)   512.00B
Tensor4410                                              (1,)   512.00B
Tensor4411                                              (1,)   512.00B
Tensor4412                                              (1,)   512.00B
Tensor4413                                              (1,)   512.00B
Tensor4414                                            (8, 1)   512.00B
Tensor4415                                            (8, 8)   512.00B
Tensor4416                                            (2, 8)   512.00B
Tensor4417                                              (1,)   512.00B
Tensor4418                                              (1,)   512.00B
Tensor4419                                              (1,)   512.00B
Tensor4420                                              (1,)   512.00B
Tensor4421                                              (1,)   512.00B
Tensor4422                                              (1,)   512.00B
Tensor4423                                              (1,)   512.00B
Tensor4424                                              (1,)   512.00B
Tensor4425                                              (1,)   512.00B
Tensor4426                                              (1,)   512.00B
Tensor4427                                            (8, 1)   512.00B
Tensor4428                                            (8, 8)   512.00B
Tensor4429                                            (2, 8)   512.00B
Tensor4430                                            (8, 1)   512.00B
Tensor4431                                            (8, 8)   512.00B
Tensor4432                                            (2, 8)   512.00B
Tensor4433                                            (8, 1)   512.00B
Tensor4434                                            (8, 8)   512.00B
Tensor4435                                            (2, 8)   512.00B
Tensor4436                                            (8, 1)   512.00B
Tensor4437                                            (8, 8)   512.00B
Tensor4438                                            (2, 8)   512.00B
Tensor4439                                            (8, 1)   512.00B
Tensor4440                                            (8, 8)   512.00B
Tensor4441                                            (2, 8)   512.00B
Tensor4442                                              (1,)   512.00B
Tensor4443                                              (1,)   512.00B
Tensor4444                                              (1,)   512.00B
Tensor4445                                              (1,)   512.00B
Tensor4446                                              (1,)   512.00B
Tensor4447                                              (1,)   512.00B
Tensor4448                                              (1,)   512.00B
Tensor4449                                              (1,)   512.00B
Tensor4450                                              (1,)   512.00B
Tensor4451                                              (1,)   512.00B
Tensor4452                                              (1,)   512.00B
Tensor4453                                              (1,)   512.00B
Tensor4454                                              (1,)   512.00B
Tensor4455                                              (1,)   512.00B
Tensor4456                                              (1,)   512.00B
Tensor4457                                              (1,)   512.00B
Tensor4458                                              (1,)   512.00B
Tensor4459                                              (1,)   512.00B
Parameter4460                                       (11170,)    44.00K
Parameter4461                                (64, 175, 1746)    74.60M
Parameter4462                                 (64, 175, 175)     7.48M
Parameter4463                                        (2234,)     9.00K
Parameter4464                                  (64, 35, 175)     1.50M
Parameter4465                                   (64, 35, 35)   306.50K
Parameter4466                                        (1117,)     4.50K
Parameter4467                                  (16, 70, 140)   612.50K
Parameter4468                                   (16, 70, 70)   306.50K
Tensor4469                                              (1,)   512.00B
Tensor4470                                              (1,)   512.00B
Tensor4471                                              (1,)   512.00B
Tensor4472                                              (1,)   512.00B
Tensor4473                                              (1,)   512.00B
Parameter4474                                       (11170,)    44.00K
Parameter4475                                (64, 175, 1746)    74.60M
Parameter4476                                 (64, 175, 175)     7.48M
Parameter4477                                        (2234,)     9.00K
Parameter4478                                  (64, 35, 175)     1.50M
Parameter4479                                   (64, 35, 35)   306.50K
Parameter4480                                        (1117,)     4.50K
Parameter4481                                  (16, 70, 140)   612.50K
Parameter4482                                   (16, 70, 70)   306.50K
Tensor4483                                         (1000, 1)     4.00K
Tensor4484                                              (1,)   512.00B
Tensor4485                                              (1,)   512.00B
Tensor4486                                              (1,)   512.00B
Tensor4487                                              (1,)   512.00B
Tensor4488                                              (1,)   512.00B
Parameter4489                                       (11170,)    44.00K
Parameter4490                                (64, 175, 1746)    74.60M
Parameter4491                                 (64, 175, 175)     7.48M
Parameter4492                                        (2234,)     9.00K
Parameter4493                                  (64, 35, 175)     1.50M
Parameter4494                                   (64, 35, 35)   306.50K
Parameter4495                                        (1117,)     4.50K
Parameter4496                                  (16, 70, 140)   612.50K
Parameter4497                                   (16, 70, 70)   306.50K
Tensor4498                                         (1000, 1)     4.00K
Tensor4499                                              (1,)   512.00B
Tensor4500                                              (1,)   512.00B
Tensor4501                                              (1,)   512.00B
Tensor4502                                              (1,)   512.00B
Tensor4503                                              (1,)   512.00B
Parameter4504                                       (11170,)    44.00K
Parameter4505                                (64, 175, 1746)    74.60M
Parameter4506                                 (64, 175, 175)     7.48M
Parameter4507                                        (2234,)     9.00K
Parameter4508                                  (64, 35, 175)     1.50M
