Element type                                            Size  Used MEM
Tensor63                                                (2,)   512.00B
Tensor64                                                (2,)   512.00B
Tensor65                                                (2,)   512.00B
Tensor66                                              (8, 1)   512.00B
Tensor67                                              (8, 1)   512.00B
Tensor68                                              (8, 1)   512.00B
Tensor69                                                (8,)   512.00B
Tensor70                                                (8,)   512.00B
Tensor71                                                (8,)   512.00B
Tensor72                                              (8, 8)   512.00B
Tensor73                                              (8, 8)   512.00B
Tensor74                                              (8, 8)   512.00B
Tensor75                                                (8,)   512.00B
Tensor76                                                (8,)   512.00B
Tensor77                                                (8,)   512.00B
Tensor78                                              (2, 8)   512.00B
Tensor79                                              (2, 8)   512.00B
Tensor80                                              (2, 8)   512.00B
Tensor81                                                (2,)   512.00B
Tensor82                                                (2,)   512.00B
Tensor83                                                (2,)   512.00B
Tensor84                                              (8, 1)   512.00B
Tensor85                                              (8, 1)   512.00B
Tensor86                                              (8, 1)   512.00B
Tensor87                                                (8,)   512.00B
Tensor88                                                (8,)   512.00B
Tensor89                                                (8,)   512.00B
Tensor90                                              (8, 8)   512.00B
Tensor91                                              (8, 8)   512.00B
Tensor92                                              (8, 8)   512.00B
Tensor93                                                (8,)   512.00B
Tensor94                                                (8,)   512.00B
Tensor95                                                (8,)   512.00B
Tensor96                                              (2, 8)   512.00B
Tensor97                                              (2, 8)   512.00B
Tensor98                                              (2, 8)   512.00B
Tensor99                                                (2,)   512.00B
Tensor100                                               (2,)   512.00B
Tensor101                                               (2,)   512.00B
Tensor102                                             (8, 1)   512.00B
Tensor103                                             (8, 1)   512.00B
Tensor104                                             (8, 1)   512.00B
Tensor105                                               (8,)   512.00B
Tensor106                                               (8,)   512.00B
Tensor107                                               (8,)   512.00B
Tensor108                                             (8, 8)   512.00B
Tensor109                                             (8, 8)   512.00B
Tensor110                                             (8, 8)   512.00B
Tensor111                                               (8,)   512.00B
Tensor112                                               (8,)   512.00B
Tensor113                                               (8,)   512.00B
Tensor114                                             (2, 8)   512.00B
Tensor115                                             (2, 8)   512.00B
Tensor116                                             (2, 8)   512.00B
Tensor117                                               (2,)   512.00B
Tensor118                                               (2,)   512.00B
Tensor119                                               (2,)   512.00B
Tensor120                                             (8, 1)   512.00B
Tensor121                                             (8, 1)   512.00B
Tensor122                                             (8, 1)   512.00B
Tensor123                                               (8,)   512.00B
Tensor124                                               (8,)   512.00B
Tensor125                                               (8,)   512.00B
Tensor126                                             (8, 8)   512.00B
Tensor127                                             (8, 8)   512.00B
Tensor128                                             (8, 8)   512.00B
Tensor129                                               (8,)   512.00B
Tensor130                                               (8,)   512.00B
Tensor131                                               (8,)   512.00B
Tensor132                                             (2, 8)   512.00B
Tensor133                                             (2, 8)   512.00B
Tensor134                                             (2, 8)   512.00B
Tensor135                                               (2,)   512.00B
Tensor136                                               (2,)   512.00B
Tensor137                                               (2,)   512.00B
Tensor138                                               (1,)   512.00B
Tensor139                                               (1,)   512.00B
Parameter140                                        (11170,)    44.00K
Parameter141                                 (64, 175, 1746)    74.60M
Parameter142                                  (64, 175, 175)     7.48M
Parameter143                                         (2234,)     9.00K
Parameter144                                   (64, 35, 175)     1.50M
Parameter145                                    (64, 35, 35)   306.50K
Parameter146                                         (1117,)     4.50K
Parameter147                                   (16, 70, 140)   612.50K
Parameter148                                    (16, 70, 70)   306.50K
Tensor149                                               (1,)   512.00B
Tensor150                                               (1,)   512.00B
Tensor151                                          (111709,)     0.00B
Tensor152                                       (50, 111709)    21.31M
Tensor153                                            (50, 1)   512.00B
Tensor154                                               (1,)   512.00B
Tensor155                                          (111709,)   436.50K
Tensor156                                          (111709,)   436.50K
Tensor157                                               (1,)   512.00B
Tensor158                                               (1,)   512.00B
Tensor159                                               (1,)   512.00B
Tensor160                                               (1,)   512.00B
Tensor161                                               (1,)   512.00B
Tensor162                                           (256, 1)     1.00K
Tensor163                                             (256,)     2.00K
Tensor164                                           (2, 256)     2.00K
Tensor165                                               (2,)   512.00B
Tensor166                                           (256, 1)     1.00K
Tensor167                                             (256,)     2.00K
Tensor168                                           (2, 256)     2.00K
Tensor169                                               (2,)   512.00B
Tensor170                                           (256, 1)     1.00K
Tensor171                                             (256,)     2.00K
Tensor172                                           (2, 256)     2.00K
Tensor173                                               (2,)   512.00B
Tensor174                                         (256, 256)   256.00K
Tensor175                                             (256,)     2.00K
Tensor176                                         (256, 256)   256.00K
Tensor177                                             (256,)     2.00K
Tensor178                                         (256, 256)   256.00K
Tensor179                                             (256,)     2.00K
Tensor180                                         (256, 256)   256.00K
Tensor181                                             (256,)     2.00K
Tensor182                                         (256, 256)   256.00K
Tensor183                                             (256,)     2.00K
Tensor184                                         (256, 256)   256.00K
Tensor185                                             (256,)     2.00K
Tensor186                                        (1, 111709)     0.00B
Tensor187                                             (8, 1)   512.00B
Tensor188                                               (8,)   512.00B
Tensor189                                             (8, 8)   512.00B
Tensor190                                               (8,)   512.00B
Tensor191                                             (2, 8)   512.00B
Tensor192                                               (2,)   512.00B
Tensor193                                             (8, 1)   512.00B
Tensor194                                               (8,)   512.00B
Tensor195                                             (8, 8)   512.00B
Tensor196                                               (8,)   512.00B
Tensor197                                             (2, 8)   512.00B
Tensor198                                               (2,)   512.00B
Tensor199                                             (8, 1)   512.00B
Tensor200                                               (8,)   512.00B
Tensor201                                             (8, 8)   512.00B
Tensor202                                               (8,)   512.00B
Tensor203                                             (2, 8)   512.00B
Tensor204                                               (2,)   512.00B
Tensor205                                             (8, 1)   512.00B
Tensor206                                               (8,)   512.00B
Tensor207                                             (8, 8)   512.00B
Tensor208                                               (8,)   512.00B
Tensor209                                             (2, 8)   512.00B
Tensor210                                               (2,)   512.00B
Tensor211                                             (8, 1)   512.00B
Tensor212                                               (8,)   512.00B
Tensor213                                             (8, 8)   512.00B
Tensor214                                               (8,)   512.00B
Tensor215                                             (2, 8)   512.00B
Tensor216                                               (2,)   512.00B
Tensor217                                               (1,)   512.00B
Tensor218                                               (1,)   512.00B
Tensor219                                               (1,)   512.00B
Tensor220                                               (1,)   512.00B
Tensor221                                               (1,)   512.00B
Tensor222                                               (1,)   512.00B
Tensor223                                               (1,)   512.00B
Tensor224                                               (1,)   512.00B
Tensor225                                               (1,)   512.00B
Tensor226                                               (1,)   512.00B
Tensor227                                               (1,)   512.00B
Tensor228                                               (1,)   512.00B
Tensor229                                               (1,)   512.00B
Tensor230                                               (1,)   512.00B
Tensor231                                               (1,)   512.00B
Tensor232                                               (1,)   512.00B
Tensor233                                               (1,)   512.00B
Tensor234                                               (1,)   512.00B
Tensor235                                             (8, 1)   512.00B
Tensor236                                             (8, 8)   512.00B
Tensor237                                             (2, 8)   512.00B
Tensor238                                             (8, 1)   512.00B
Tensor239                                             (8, 8)   512.00B
Tensor240                                             (2, 8)   512.00B
Tensor241                                             (8, 1)   512.00B
Tensor242                                             (8, 8)   512.00B
Tensor243                                             (2, 8)   512.00B
Tensor244                                             (8, 1)   512.00B
Tensor245                                             (8, 8)   512.00B
Tensor246                                             (2, 8)   512.00B
Tensor247                                             (8, 1)   512.00B
Tensor248                                             (8, 8)   512.00B
Tensor249                                             (2, 8)   512.00B
Tensor250                                          (1600, 1)     6.50K
Tensor251                                          (1600, 1)     6.50K
Tensor252                                          (1600, 1)     6.50K
Tensor253                                          (1600, 1)     6.50K
Tensor254                                          (1600, 1)     6.50K
Tensor255                                          (1600, 1)     6.50K
Tensor256                                       (50, 111709)    21.31M
Tensor257                                            (50, 1)   512.00B
Tensor258                                          (1600, 1)     0.00B
Tensor259                                          (1600, 1)     6.50K
Tensor260                                          (1600, 1)     6.50K
Tensor261                                          (1600, 1)     6.50K
Tensor262                                          (1600, 1)     6.50K
Tensor263                                          (1600, 1)     6.50K
Tensor264                                          (1600, 1)     6.50K
Tensor265                                          (1600, 1)     6.50K
Tensor266                                          (1600, 1)     6.50K
Tensor267                                          (1600, 1)     6.50K
Tensor268                                          (1600, 1)     6.50K
Tensor269                                          (1600, 1)     6.50K
Tensor270                                        (1, 111709)     0.00B
Tensor271                                             (8, 1)   512.00B
Tensor272                                               (8,)   512.00B
Tensor273                                             (8, 8)   512.00B
Tensor274                                               (8,)   512.00B
Tensor275                                             (2, 8)   512.00B
Tensor276                                               (2,)   512.00B
Tensor277                                             (8, 1)   512.00B
Tensor278                                               (8,)   512.00B
Tensor279                                             (8, 8)   512.00B
Tensor280                                               (8,)   512.00B
Tensor281                                             (2, 8)   512.00B
Tensor282                                               (2,)   512.00B
Tensor283                                             (8, 1)   512.00B
Tensor284                                               (8,)   512.00B
Tensor285                                             (8, 8)   512.00B
Tensor286                                               (8,)   512.00B
Tensor287                                             (2, 8)   512.00B
Tensor288                                               (2,)   512.00B
Tensor289                                             (8, 1)   512.00B
Tensor290                                               (8,)   512.00B
Tensor291                                             (8, 8)   512.00B
Tensor292                                               (8,)   512.00B
Tensor293                                             (2, 8)   512.00B
Tensor294                                               (2,)   512.00B
Tensor295                                             (8, 1)   512.00B
Tensor296                                               (8,)   512.00B
Tensor297                                             (8, 8)   512.00B
Tensor298                                               (8,)   512.00B
Tensor299                                             (2, 8)   512.00B
Tensor300                                               (2,)   512.00B
Tensor301                                             (8, 1)   512.00B
Tensor302                                             (8, 1)   512.00B
Tensor303                                             (8, 1)   512.00B
Tensor304                                               (8,)   512.00B
Tensor305                                               (8,)   512.00B
Tensor306                                               (8,)   512.00B
Tensor307                                             (8, 8)   512.00B
Tensor308                                             (8, 8)   512.00B
Tensor309                                             (8, 8)   512.00B
Tensor310                                               (8,)   512.00B
Tensor311                                               (8,)   512.00B
Tensor312                                               (8,)   512.00B
Tensor313                                             (2, 8)   512.00B
Tensor314                                             (2, 8)   512.00B
Tensor315                                             (2, 8)   512.00B
Tensor316                                               (2,)   512.00B
Tensor317                                               (2,)   512.00B
Tensor318                                               (2,)   512.00B
Tensor319                                             (8, 1)   512.00B
Tensor320                                             (8, 1)   512.00B
Tensor321                                             (8, 1)   512.00B
Tensor322                                               (8,)   512.00B
Tensor323                                               (8,)   512.00B
Tensor324                                               (8,)   512.00B
Tensor325                                             (8, 8)   512.00B
Tensor326                                             (8, 8)   512.00B
Tensor327                                             (8, 8)   512.00B
Tensor328                                               (8,)   512.00B
Tensor329                                               (8,)   512.00B
Tensor330                                               (8,)   512.00B
Tensor331                                             (2, 8)   512.00B
Tensor332                                             (2, 8)   512.00B
Tensor333                                             (2, 8)   512.00B
Tensor334                                               (2,)   512.00B
Tensor335                                               (2,)   512.00B
Tensor336                                               (2,)   512.00B
Tensor337                                             (8, 1)   512.00B
Tensor338                                             (8, 1)   512.00B
Tensor339                                             (8, 1)   512.00B
Tensor340                                               (8,)   512.00B
Tensor341                                               (8,)   512.00B
Tensor342                                               (8,)   512.00B
Tensor343                                             (8, 8)   512.00B
Tensor344                                             (8, 8)   512.00B
Tensor345                                             (8, 8)   512.00B
Tensor346                                               (8,)   512.00B
Tensor347                                               (8,)   512.00B
Tensor348                                               (8,)   512.00B
Tensor349                                             (2, 8)   512.00B
Tensor350                                             (2, 8)   512.00B
Tensor351                                             (2, 8)   512.00B
Tensor352                                               (2,)   512.00B
Tensor353                                               (2,)   512.00B
Tensor354                                               (2,)   512.00B
Tensor355                                             (8, 1)   512.00B
Tensor356                                             (8, 1)   512.00B
Tensor357                                             (8, 1)   512.00B
Tensor358                                               (8,)   512.00B
Tensor359                                               (8,)   512.00B
Tensor360                                               (8,)   512.00B
Tensor361                                             (8, 8)   512.00B
Tensor362                                             (8, 8)   512.00B
Tensor363                                             (8, 8)   512.00B
Tensor364                                               (8,)   512.00B
Tensor365                                               (8,)   512.00B
Tensor366                                               (8,)   512.00B
Tensor367                                             (2, 8)   512.00B
Tensor368                                             (2, 8)   512.00B
Tensor369                                             (2, 8)   512.00B
Tensor370                                               (2,)   512.00B
Tensor371                                               (2,)   512.00B
Tensor372                                               (2,)   512.00B
Tensor373                                             (8, 1)   512.00B
Tensor374                                             (8, 1)   512.00B
Tensor375                                             (8, 1)   512.00B
Tensor376                                               (8,)   512.00B
Tensor377                                               (8,)   512.00B
Tensor378                                               (8,)   512.00B
Tensor379                                             (8, 8)   512.00B
Tensor380                                             (8, 8)   512.00B
Tensor381                                             (8, 8)   512.00B
Tensor382                                               (8,)   512.00B
Tensor383                                               (8,)   512.00B
Tensor384                                               (8,)   512.00B
Tensor385                                             (2, 8)   512.00B
Tensor386                                             (2, 8)   512.00B
Tensor387                                             (2, 8)   512.00B
Tensor388                                               (2,)   512.00B
Tensor389                                               (2,)   512.00B
Tensor390                                               (2,)   512.00B
Tensor391                                               (1,)   512.00B
Tensor392                                               (1,)   512.00B
Tensor393                                          (1600, 1)     6.50K
Tensor394                                       (50, 111709)    21.31M
Tensor395                                            (50, 1)   512.00B
Tensor396                                        (1, 111709)     0.00B
Tensor397                                             (8, 1)   512.00B
Tensor398                                               (8,)   512.00B
Tensor399                                             (8, 8)   512.00B
Tensor400                                               (8,)   512.00B
Tensor401                                             (2, 8)   512.00B
Tensor402                                               (2,)   512.00B
Tensor403                                             (8, 1)   512.00B
Tensor404                                               (8,)   512.00B
Tensor405                                             (8, 8)   512.00B
Tensor406                                               (8,)   512.00B
Tensor407                                             (2, 8)   512.00B
Tensor408                                               (2,)   512.00B
Tensor409                                             (8, 1)   512.00B
Tensor410                                               (8,)   512.00B
Tensor411                                             (8, 8)   512.00B
Tensor412                                               (8,)   512.00B
Tensor413                                             (2, 8)   512.00B
Tensor414                                               (2,)   512.00B
Tensor415                                             (8, 1)   512.00B
Tensor416                                               (8,)   512.00B
Tensor417                                             (8, 8)   512.00B
Tensor418                                               (8,)   512.00B
Tensor419                                             (2, 8)   512.00B
Tensor420                                               (2,)   512.00B
Tensor421                                             (8, 1)   512.00B
Tensor422                                               (8,)   512.00B
Tensor423                                             (8, 8)   512.00B
Tensor424                                               (8,)   512.00B
Tensor425                                             (2, 8)   512.00B
Tensor426                                               (2,)   512.00B
Tensor427                                             (8, 1)   512.00B
Tensor428                                             (8, 1)   512.00B
Tensor429                                             (8, 1)   512.00B
Tensor430                                               (8,)   512.00B
Tensor431                                               (8,)   512.00B
Tensor432                                               (8,)   512.00B
Tensor433                                             (8, 8)   512.00B
Tensor434                                             (8, 8)   512.00B
Tensor435                                             (8, 8)   512.00B
Tensor436                                               (8,)   512.00B
Tensor437                                               (8,)   512.00B
Tensor438                                               (8,)   512.00B
Tensor439                                             (2, 8)   512.00B
Tensor440                                             (2, 8)   512.00B
Tensor441                                             (2, 8)   512.00B
Tensor442                                               (2,)   512.00B
Tensor443                                               (2,)   512.00B
Tensor444                                               (2,)   512.00B
Tensor445                                             (8, 1)   512.00B
Tensor446                                             (8, 1)   512.00B
Tensor447                                             (8, 1)   512.00B
Tensor448                                               (8,)   512.00B
Tensor449                                               (8,)   512.00B
Tensor450                                               (8,)   512.00B
Tensor451                                             (8, 8)   512.00B
Tensor452                                             (8, 8)   512.00B
Tensor453                                             (8, 8)   512.00B
Tensor454                                               (8,)   512.00B
Tensor455                                               (8,)   512.00B
Tensor456                                               (8,)   512.00B
Tensor457                                             (2, 8)   512.00B
Tensor458                                             (2, 8)   512.00B
Tensor459                                             (2, 8)   512.00B
Tensor460                                               (2,)   512.00B
Tensor461                                               (2,)   512.00B
Tensor462                                               (2,)   512.00B
Tensor463                                             (8, 1)   512.00B
Tensor464                                             (8, 1)   512.00B
Tensor465                                             (8, 1)   512.00B
Tensor466                                               (8,)   512.00B
Tensor467                                               (8,)   512.00B
Tensor468                                               (8,)   512.00B
Tensor469                                             (8, 8)   512.00B
Tensor470                                             (8, 8)   512.00B
Tensor471                                             (8, 8)   512.00B
Tensor472                                               (8,)   512.00B
Tensor473                                               (8,)   512.00B
Tensor474                                               (8,)   512.00B
Tensor475                                             (2, 8)   512.00B
Tensor476                                             (2, 8)   512.00B
Tensor477                                             (2, 8)   512.00B
Tensor478                                               (2,)   512.00B
Tensor479                                               (2,)   512.00B
Tensor480                                               (2,)   512.00B
Tensor481                                             (8, 1)   512.00B
Tensor482                                             (8, 1)   512.00B
Tensor483                                             (8, 1)   512.00B
Tensor484                                               (8,)   512.00B
Tensor485                                               (8,)   512.00B
Tensor486                                               (8,)   512.00B
Tensor487                                             (8, 8)   512.00B
Tensor488                                             (8, 8)   512.00B
Tensor489                                             (8, 8)   512.00B
Tensor490                                               (8,)   512.00B
Tensor491                                               (8,)   512.00B
Tensor492                                               (8,)   512.00B
Tensor493                                             (2, 8)   512.00B
Tensor494                                             (2, 8)   512.00B
Tensor495                                             (2, 8)   512.00B
Tensor496                                               (2,)   512.00B
Tensor497                                               (2,)   512.00B
Tensor498                                               (2,)   512.00B
Tensor499                                             (8, 1)   512.00B
Tensor500                                             (8, 1)   512.00B
Tensor501                                             (8, 1)   512.00B
Tensor502                                               (8,)   512.00B
Tensor503                                               (8,)   512.00B
Tensor504                                               (8,)   512.00B
Tensor505                                             (8, 8)   512.00B
Tensor506                                             (8, 8)   512.00B
Tensor507                                             (8, 8)   512.00B
Tensor508                                               (8,)   512.00B
Tensor509                                               (8,)   512.00B
Tensor510                                               (8,)   512.00B
Tensor511                                             (2, 8)   512.00B
Tensor512                                             (2, 8)   512.00B
Tensor513                                             (2, 8)   512.00B
Tensor514                                               (2,)   512.00B
Tensor515                                               (2,)   512.00B
Tensor516                                               (2,)   512.00B
Tensor517                                               (1,)   512.00B
Tensor518                                               (1,)   512.00B
Tensor519                                          (1600, 1)     6.50K
Tensor520                                       (50, 111709)    21.31M
Tensor521                                            (50, 1)   512.00B
Parameter522                                          (8, 1)   512.00B
Parameter522.grad                                     (8, 1)     0.00B
Parameter523                                            (8,)   512.00B
Parameter523.grad                                       (8,)     0.00B
Parameter524                                          (8, 8)   512.00B
Parameter524.grad                                     (8, 8)     0.00B
Parameter525                                            (8,)   512.00B
Parameter525.grad                                       (8,)     0.00B
Parameter526                                          (2, 8)   512.00B
Parameter526.grad                                     (2, 8)     0.00B
Parameter527                                            (2,)   512.00B
Parameter527.grad                                       (2,)     0.00B
Parameter528                                          (8, 1)   512.00B
Parameter528.grad                                     (8, 1)     0.00B
Parameter529                                            (8,)   512.00B
Parameter529.grad                                       (8,)     0.00B
Parameter530                                          (8, 8)   512.00B
Parameter530.grad                                     (8, 8)     0.00B
Parameter531                                            (8,)   512.00B
Parameter531.grad                                       (8,)     0.00B
Parameter532                                          (2, 8)   512.00B
Parameter532.grad                                     (2, 8)     0.00B
Parameter533                                            (2,)   512.00B
Parameter533.grad                                       (2,)     0.00B
Tensor534                                          (1600, 1)     6.50K
Tensor535                                          (1600, 1)     6.50K
Tensor536                                               (1,)   512.00B
Tensor537                                               (1,)   512.00B
Tensor538                                               (1,)   512.00B
Tensor539                                               (1,)   512.00B
Tensor540                                          (1600, 1)     6.50K
Tensor541                                          (1600, 1)     6.50K
Tensor542                                          (1600, 1)     6.50K
Tensor543                                          (1600, 1)     6.50K
Tensor544                                          (1600, 1)     0.00B
Tensor545                                               (1,)   512.00B
Tensor546                                               (1,)   512.00B
Tensor547                                          (1600, 1)     6.50K
Tensor548                                             (8, 1)   512.00B
Tensor549                                             (8, 8)   512.00B
Tensor550                                             (2, 8)   512.00B
Tensor551                                             (8, 1)   512.00B
Tensor552                                             (8, 8)   512.00B
Tensor553                                             (2, 8)   512.00B
Tensor554                                        (1, 111709)     0.00B
Tensor555                                             (8, 1)   512.00B
Tensor556                                               (8,)   512.00B
Tensor557                                             (8, 8)   512.00B
Tensor558                                               (8,)   512.00B
Tensor559                                             (2, 8)   512.00B
Tensor560                                               (2,)   512.00B
Tensor561                                             (8, 1)   512.00B
Tensor562                                               (8,)   512.00B
Tensor563                                             (8, 8)   512.00B
Tensor564                                               (8,)   512.00B
Tensor565                                             (2, 8)   512.00B
Tensor566                                               (2,)   512.00B
Tensor567                                             (8, 1)   512.00B
Tensor568                                               (8,)   512.00B
Tensor569                                             (8, 8)   512.00B
Tensor570                                               (8,)   512.00B
Tensor571                                             (2, 8)   512.00B
Tensor572                                               (2,)   512.00B
Tensor573                                             (8, 1)   512.00B
Tensor574                                               (8,)   512.00B
Tensor575                                             (8, 8)   512.00B
Tensor576                                               (8,)   512.00B
Tensor577                                             (2, 8)   512.00B
Tensor578                                               (2,)   512.00B
Tensor579                                             (8, 1)   512.00B
Tensor580                                               (8,)   512.00B
Tensor581                                             (8, 8)   512.00B
Tensor582                                               (8,)   512.00B
Tensor583                                             (2, 8)   512.00B
Tensor584                                               (2,)   512.00B
Tensor585                                             (8, 1)   512.00B
Tensor586                                             (8, 1)   512.00B
Tensor587                                             (8, 1)   512.00B
Tensor588                                               (8,)   512.00B
Tensor589                                               (8,)   512.00B
Tensor590                                               (8,)   512.00B
Tensor591                                             (8, 8)   512.00B
Tensor592                                             (8, 8)   512.00B
Tensor593                                             (8, 8)   512.00B
Tensor594                                               (8,)   512.00B
Tensor595                                               (8,)   512.00B
Tensor596                                               (8,)   512.00B
Tensor597                                             (2, 8)   512.00B
Tensor598                                             (2, 8)   512.00B
Tensor599                                             (2, 8)   512.00B
Tensor600                                               (2,)   512.00B
Tensor601                                               (2,)   512.00B
Tensor602                                               (2,)   512.00B
Tensor603                                             (8, 1)   512.00B
Tensor604                                             (8, 1)   512.00B
Tensor605                                             (8, 1)   512.00B
Tensor606                                               (8,)   512.00B
Tensor607                                               (8,)   512.00B
Tensor608                                               (8,)   512.00B
Tensor609                                             (8, 8)   512.00B
Tensor610                                             (8, 8)   512.00B
Tensor611                                             (8, 8)   512.00B
Tensor612                                               (8,)   512.00B
Tensor613                                               (8,)   512.00B
Tensor614                                               (8,)   512.00B
Tensor615                                             (2, 8)   512.00B
Tensor616                                             (2, 8)   512.00B
Tensor617                                             (2, 8)   512.00B
Tensor618                                               (2,)   512.00B
Tensor619                                               (2,)   512.00B
