Element type                                            Size  Used MEM
-------------------------------------------------------------------------------
Storage on cuda:0
Parameter1849                                        (1117,)     4.50K
Parameter1850                                  (16, 70, 140)   612.50K
Parameter1851                                   (16, 70, 70)   306.50K
Parameter1852                                       (256, 1)     1.00K
Parameter1853                                         (256,)     1.00K
Tensor1854                                          (256, 1)     1.00K
Tensor1855                                            (256,)     2.00K
Parameter1856                                    (256, 1117)     1.09M
Parameter1857                                         (256,)     1.00K
Parameter1858                                       (2, 256)     2.00K
Parameter1859                                           (2,)   512.00B
Tensor1860                                          (2, 256)     2.00K
Tensor1861                                              (2,)   512.00B
Parameter1862                                       (256, 1)     1.00K
Parameter1863                                         (256,)     1.00K
Tensor1864                                          (256, 1)     1.00K
Tensor1865                                            (256,)     2.00K
Parameter1866                                    (256, 1117)     1.09M
Parameter1867                                         (256,)     1.00K
Parameter1868                                       (2, 256)     2.00K
Parameter1869                                           (2,)   512.00B
Tensor1870                                          (2, 256)     2.00K
Tensor1871                                              (2,)   512.00B
Parameter1872                                       (256, 1)     1.00K
Parameter1873                                         (256,)     1.00K
Tensor1874                                          (256, 1)     1.00K
Tensor1875                                            (256,)     2.00K
Parameter1876                                    (256, 1117)     1.09M
Parameter1877                                         (256,)     1.00K
Parameter1878                                       (2, 256)     2.00K
Parameter1879                                           (2,)   512.00B
Tensor1880                                          (2, 256)     2.00K
Tensor1881                                              (2,)   512.00B
Parameter1882                                     (256, 256)   256.00K
Parameter1883                                         (256,)     1.00K
Tensor1884                                        (256, 256)   256.00K
Tensor1885                                            (256,)     2.00K
Parameter1886                                     (256, 256)   256.00K
Parameter1887                                         (256,)     1.00K
Tensor1888                                        (256, 256)   256.00K
Tensor1889                                            (256,)     2.00K
Parameter1890                                     (256, 256)   256.00K
Parameter1891                                         (256,)     1.00K
Tensor1892                                        (256, 256)   256.00K
Tensor1893                                            (256,)     2.00K
Parameter1894                                     (256, 256)   256.00K
Parameter1895                                         (256,)     1.00K
Tensor1896                                        (256, 256)   256.00K
Tensor1897                                            (256,)     2.00K
Parameter1898                                     (256, 256)   256.00K
Parameter1899                                         (256,)     1.00K
Tensor1900                                        (256, 256)   256.00K
Tensor1901                                            (256,)     2.00K
Parameter1902                                     (256, 256)   256.00K
Parameter1903                                         (256,)     1.00K
Tensor1904                                        (256, 256)   256.00K
Tensor1905                                            (256,)     2.00K
Tensor1906                                       (1, 111709)     0.00B
Tensor1907                                            (8, 1)   512.00B
Tensor1908                                              (8,)   512.00B
Tensor1909                                            (8, 8)   512.00B
Tensor1910                                              (8,)   512.00B
Tensor1911                                            (2, 8)   512.00B
Tensor1912                                              (2,)   512.00B
Tensor1913                                            (8, 1)   512.00B
Tensor1914                                              (8,)   512.00B
Tensor1915                                            (8, 8)   512.00B
Tensor1916                                              (8,)   512.00B
Tensor1917                                            (2, 8)   512.00B
Tensor1918                                              (2,)   512.00B
Tensor1919                                            (8, 1)   512.00B
Tensor1920                                              (8,)   512.00B
Tensor1921                                            (8, 8)   512.00B
Tensor1922                                              (8,)   512.00B
Tensor1923                                            (2, 8)   512.00B
Tensor1924                                              (2,)   512.00B
Tensor1925                                            (8, 1)   512.00B
Tensor1926                                              (8,)   512.00B
Tensor1927                                            (8, 8)   512.00B
Tensor1928                                              (8,)   512.00B
Tensor1929                                            (2, 8)   512.00B
Tensor1930                                              (2,)   512.00B
Tensor1931                                            (8, 1)   512.00B
Tensor1932                                              (8,)   512.00B
Tensor1933                                            (8, 8)   512.00B
Tensor1934                                              (8,)   512.00B
Tensor1935                                            (2, 8)   512.00B
Tensor1936                                              (2,)   512.00B
Tensor1937                                            (8, 1)   512.00B
Tensor1938                                            (8, 1)   512.00B
Tensor1939                                            (8, 1)   512.00B
Tensor1940                                              (8,)   512.00B
Tensor1941                                              (8,)   512.00B
Tensor1942                                              (8,)   512.00B
Tensor1943                                            (8, 8)   512.00B
Tensor1944                                            (8, 8)   512.00B
Tensor1945                                            (8, 8)   512.00B
Tensor1946                                              (8,)   512.00B
Tensor1947                                              (8,)   512.00B
Tensor1948                                              (8,)   512.00B
Tensor1949                                            (2, 8)   512.00B
Tensor1950                                            (2, 8)   512.00B
Tensor1951                                            (2, 8)   512.00B
Tensor1952                                              (2,)   512.00B
Tensor1953                                              (2,)   512.00B
Tensor1954                                              (2,)   512.00B
Tensor1955                                            (8, 1)   512.00B
Tensor1956                                            (8, 1)   512.00B
Tensor1957                                            (8, 1)   512.00B
Tensor1958                                              (8,)   512.00B
Tensor1959                                              (8,)   512.00B
Tensor1960                                              (8,)   512.00B
Tensor1961                                            (8, 8)   512.00B
Tensor1962                                            (8, 8)   512.00B
Tensor1963                                            (8, 8)   512.00B
Tensor1964                                              (8,)   512.00B
Tensor1965                                              (8,)   512.00B
Tensor1966                                              (8,)   512.00B
Tensor1967                                            (2, 8)   512.00B
Tensor1968                                            (2, 8)   512.00B
Tensor1969                                            (2, 8)   512.00B
Tensor1970                                              (2,)   512.00B
Tensor1971                                              (2,)   512.00B
Tensor1972                                              (2,)   512.00B
Tensor1973                                            (8, 1)   512.00B
Tensor1974                                            (8, 1)   512.00B
Tensor1975                                            (8, 1)   512.00B
Tensor1976                                              (8,)   512.00B
Tensor1977                                              (8,)   512.00B
Tensor1978                                              (8,)   512.00B
Tensor1979                                            (8, 8)   512.00B
Tensor1980                                            (8, 8)   512.00B
Tensor1981                                            (8, 8)   512.00B
Tensor1982                                              (8,)   512.00B
Tensor1983                                              (8,)   512.00B
Tensor1984                                              (8,)   512.00B
Tensor1985                                            (2, 8)   512.00B
Tensor1986                                            (2, 8)   512.00B
Tensor1987                                            (2, 8)   512.00B
Tensor1988                                              (2,)   512.00B
Tensor1989                                              (2,)   512.00B
Tensor1990                                              (2,)   512.00B
Tensor1991                                            (8, 1)   512.00B
Tensor1992                                            (8, 1)   512.00B
Tensor1993                                            (8, 1)   512.00B
Tensor1994                                              (8,)   512.00B
Tensor1995                                              (8,)   512.00B
Tensor1996                                              (8,)   512.00B
Tensor1997                                            (8, 8)   512.00B
Tensor1998                                            (8, 8)   512.00B
Tensor1999                                            (8, 8)   512.00B
Tensor2000                                              (8,)   512.00B
Tensor2001                                              (8,)   512.00B
Tensor2002                                              (8,)   512.00B
Tensor2003                                            (2, 8)   512.00B
Tensor2004                                            (2, 8)   512.00B
Tensor2005                                            (2, 8)   512.00B
Tensor2006                                              (2,)   512.00B
Tensor2007                                              (2,)   512.00B
Tensor2008                                              (2,)   512.00B
Tensor2009                                            (8, 1)   512.00B
Tensor2010                                            (8, 1)   512.00B
Tensor2011                                            (8, 1)   512.00B
Tensor2012                                              (8,)   512.00B
Tensor2013                                              (8,)   512.00B
Tensor2014                                              (8,)   512.00B
Tensor2015                                            (8, 8)   512.00B
Tensor2016                                            (8, 8)   512.00B
Tensor2017                                            (8, 8)   512.00B
Tensor2018                                              (8,)   512.00B
Tensor2019                                              (8,)   512.00B
Tensor2020                                              (8,)   512.00B
Tensor2021                                            (2, 8)   512.00B
Tensor2022                                            (2, 8)   512.00B
Tensor2023                                            (2, 8)   512.00B
Tensor2024                                              (2,)   512.00B
Tensor2025                                              (2,)   512.00B
Tensor2026                                              (2,)   512.00B
Parameter2027                                         (8, 1)   512.00B
Parameter2027.grad                                    (8, 1)     0.00B
Parameter2028                                           (8,)   512.00B
Parameter2028.grad                                      (8,)     0.00B
Parameter2029                                         (8, 8)   512.00B
Parameter2029.grad                                    (8, 8)     0.00B
Parameter2030                                           (8,)   512.00B
Parameter2030.grad                                      (8,)     0.00B
Parameter2031                                         (2, 8)   512.00B
Parameter2031.grad                                    (2, 8)     0.00B
Parameter2032                                           (2,)   512.00B
Parameter2032.grad                                      (2,)     0.00B
Parameter2033                                         (8, 1)   512.00B
Parameter2033.grad                                    (8, 1)     0.00B
Parameter2034                                           (8,)   512.00B
Parameter2034.grad                                      (8,)     0.00B
Parameter2035                                         (8, 8)   512.00B
Parameter2035.grad                                    (8, 8)     0.00B
Parameter2036                                           (8,)   512.00B
Parameter2036.grad                                      (8,)     0.00B
Parameter2037                                         (2, 8)   512.00B
Parameter2037.grad                                    (2, 8)     0.00B
Parameter2038                                           (2,)   512.00B
Parameter2038.grad                                      (2,)     0.00B
Tensor2039                                              (1,)   512.00B
Tensor2040                                              (1,)   512.00B
Tensor2041                                              (1,)   512.00B
Tensor2042                                              (1,)   512.00B
Tensor2043                                              (1,)   512.00B
Tensor2044                                            (8, 1)   512.00B
Tensor2045                                            (8, 8)   512.00B
Tensor2046                                            (2, 8)   512.00B
Tensor2047                                         (1600, 1)     6.50K
Tensor2048                                         (1600, 1)     6.50K
Tensor2049                                      (50, 111709)    21.31M
Tensor2050                                           (50, 1)   512.00B
Tensor2051                                         (1600, 1)     0.00B
Tensor2052                                         (1600, 1)     6.50K
Tensor2053                                         (1600, 1)     6.50K
Tensor2054                                         (1600, 1)     6.50K
Tensor2055                                         (1600, 1)     6.50K
Parameter2056                                         (8, 1)   512.00B
Parameter2056.grad                                    (8, 1)     0.00B
Parameter2057                                           (8,)   512.00B
Parameter2057.grad                                      (8,)     0.00B
Parameter2058                                         (8, 8)   512.00B
Parameter2058.grad                                    (8, 8)     0.00B
Parameter2059                                           (8,)   512.00B
Parameter2059.grad                                      (8,)     0.00B
Parameter2060                                         (2, 8)   512.00B
Parameter2060.grad                                    (2, 8)     0.00B
Parameter2061                                           (2,)   512.00B
Parameter2061.grad                                      (2,)     0.00B
Parameter2062                                         (8, 1)   512.00B
Parameter2062.grad                                    (8, 1)     0.00B
Parameter2063                                           (8,)   512.00B
Parameter2063.grad                                      (8,)     0.00B
Parameter2064                                         (8, 8)   512.00B
Parameter2064.grad                                    (8, 8)     0.00B
Parameter2065                                           (8,)   512.00B
Parameter2065.grad                                      (8,)     0.00B
Parameter2066                                         (2, 8)   512.00B
Parameter2066.grad                                    (2, 8)     0.00B
Parameter2067                                           (2,)   512.00B
Parameter2067.grad                                      (2,)     0.00B
Parameter2068                                         (8, 1)   512.00B
Parameter2068.grad                                    (8, 1)     0.00B
Parameter2069                                           (8,)   512.00B
Parameter2069.grad                                      (8,)     0.00B
Parameter2070                                         (8, 8)   512.00B
Parameter2070.grad                                    (8, 8)     0.00B
Parameter2071                                           (8,)   512.00B
Parameter2071.grad                                      (8,)     0.00B
Parameter2072                                         (2, 8)   512.00B
Parameter2072.grad                                    (2, 8)     0.00B
Parameter2073                                           (2,)   512.00B
Parameter2073.grad                                      (2,)     0.00B
Tensor2074                                              (1,)   512.00B
Tensor2075                                         (1600, 1)     6.50K
Tensor2076                                         (1600, 1)     6.50K
Tensor2077                                         (1600, 1)     6.50K
Tensor2078                                         (1600, 1)     6.50K
Tensor2079                                              (1,)   512.00B
Tensor2080                                              (1,)   512.00B
Tensor2081                                              (1,)   512.00B
Tensor2082                                              (1,)   512.00B
Tensor2083                                              (1,)   512.00B
Tensor2084                                              (1,)   512.00B
Tensor2085                                         (1600, 1)     6.50K
Tensor2086                                         (1600, 1)     6.50K
Tensor2087                                         (1600, 1)     6.50K
Tensor2088                                         (1600, 1)     6.50K
Tensor2089                                         (1600, 1)     6.50K
Tensor2090                                         (1600, 1)     6.50K
Tensor2091                                         (1600, 1)     6.50K
Tensor2092                                              (1,)   512.00B
Tensor2093                                              (1,)   512.00B
Tensor2094                                              (1,)   512.00B
Tensor2095                                              (1,)   512.00B
Tensor2096                                            (8, 1)   512.00B
Tensor2097                                            (8, 8)   512.00B
Tensor2098                                            (2, 8)   512.00B
Tensor2099                                            (8, 1)   512.00B
Tensor2100                                            (8, 8)   512.00B
Tensor2101                                            (2, 8)   512.00B
Tensor2102                                            (8, 1)   512.00B
Tensor2103                                            (8, 8)   512.00B
Tensor2104                                            (2, 8)   512.00B
Tensor2105                                            (8, 1)   512.00B
Tensor2106                                            (8, 8)   512.00B
Tensor2107                                            (2, 8)   512.00B
Tensor2108                                       (1, 111709)     0.00B
Tensor2109                                              (1,)   512.00B
Tensor2110                                              (1,)   512.00B
Tensor2111                                              (1,)   512.00B
Tensor2112                                              (1,)   512.00B
Tensor2113                                              (1,)   512.00B
Tensor2114                                            (8, 1)   512.00B
Tensor2115                                            (8, 8)   512.00B
Tensor2116                                            (2, 8)   512.00B
Tensor2117                                              (1,)   512.00B
Tensor2118                                              (1,)   512.00B
Tensor2119                                              (2,)   512.00B
Tensor2120                                            (2, 8)   512.00B
Tensor2121                                              (8,)   512.00B
Tensor2122                                            (8, 8)   512.00B
Tensor2123                                              (8,)   512.00B
Tensor2124                                            (8, 1)   512.00B
Tensor2125                                              (2,)   512.00B
Tensor2126                                            (2, 8)   512.00B
Tensor2127                                              (8,)   512.00B
Tensor2128                                            (8, 8)   512.00B
Tensor2129                                              (8,)   512.00B
Tensor2130                                            (8, 1)   512.00B
Tensor2131                                              (2,)   512.00B
Tensor2132                                            (2, 8)   512.00B
Tensor2133                                              (8,)   512.00B
Tensor2134                                            (8, 8)   512.00B
Tensor2135                                              (8,)   512.00B
Tensor2136                                            (8, 1)   512.00B
Tensor2137                                              (2,)   512.00B
Tensor2138                                            (2, 8)   512.00B
Tensor2139                                              (8,)   512.00B
Tensor2140                                            (8, 8)   512.00B
Tensor2141                                              (8,)   512.00B
Tensor2142                                            (8, 1)   512.00B
Tensor2143                                              (2,)   512.00B
Tensor2144                                            (2, 8)   512.00B
Tensor2145                                              (8,)   512.00B
Tensor2146                                            (8, 8)   512.00B
Tensor2147                                              (8,)   512.00B
Tensor2148                                            (8, 1)   512.00B
Tensor2149                                         (1600, 1)     6.50K
Tensor2150                                         (1600, 1)     6.50K
Tensor2151                                         (1600, 1)     6.50K
Tensor2152                                         (1600, 1)     6.50K
Tensor2153                                         (1600, 1)     6.50K
Tensor2154                                         (1600, 1)     6.50K
Tensor2155                                      (50, 111709)    21.31M
Tensor2156                                           (50, 1)   512.00B
Tensor2157                                         (1600, 1)     0.00B
Tensor2158                                         (1600, 1)     6.50K
Tensor2159                                         (1600, 1)     6.50K
Tensor2160                                         (1600, 1)     6.50K
Tensor2161                                         (1600, 1)     6.50K
Tensor2162                                         (1600, 1)     6.50K
Tensor2163                                         (1600, 1)     6.50K
Tensor2164                                         (1600, 1)     6.50K
Tensor2165                                         (1600, 1)     6.50K
Tensor2166                                         (1600, 1)     6.50K
Tensor2167                                         (1600, 1)     6.50K
Tensor2168                                         (1600, 1)     6.50K
Tensor2169                                       (1, 111709)     0.00B
Tensor2170                                            (8, 1)   512.00B
Tensor2171                                              (8,)   512.00B
Tensor2172                                            (8, 8)   512.00B
Tensor2173                                              (8,)   512.00B
Tensor2174                                            (2, 8)   512.00B
Tensor2175                                              (2,)   512.00B
Tensor2176                                            (8, 1)   512.00B
Tensor2177                                              (8,)   512.00B
Tensor2178                                            (8, 8)   512.00B
Tensor2179                                              (8,)   512.00B
Tensor2180                                            (2, 8)   512.00B
Tensor2181                                              (2,)   512.00B
Tensor2182                                            (8, 1)   512.00B
Tensor2183                                              (8,)   512.00B
Tensor2184                                            (8, 8)   512.00B
Tensor2185                                              (8,)   512.00B
Tensor2186                                            (2, 8)   512.00B
Tensor2187                                              (2,)   512.00B
Tensor2188                                            (8, 1)   512.00B
Tensor2189                                              (8,)   512.00B
Tensor2190                                            (8, 8)   512.00B
Tensor2191                                              (8,)   512.00B
Tensor2192                                            (2, 8)   512.00B
Tensor2193                                              (2,)   512.00B
Tensor2194                                            (8, 1)   512.00B
Tensor2195                                              (8,)   512.00B
Tensor2196                                            (8, 8)   512.00B
Tensor2197                                              (8,)   512.00B
Tensor2198                                            (2, 8)   512.00B
Tensor2199                                              (2,)   512.00B
Tensor2200                                            (8, 1)   512.00B
Tensor2201                                            (8, 1)   512.00B
Tensor2202                                            (8, 1)   512.00B
Tensor2203                                              (8,)   512.00B
Tensor2204                                              (8,)   512.00B
Tensor2205                                              (8,)   512.00B
Tensor2206                                            (8, 8)   512.00B
Tensor2207                                            (8, 8)   512.00B
Tensor2208                                            (8, 8)   512.00B
Tensor2209                                              (8,)   512.00B
Tensor2210                                              (8,)   512.00B
Tensor2211                                              (8,)   512.00B
Tensor2212                                            (2, 8)   512.00B
Tensor2213                                            (2, 8)   512.00B
Tensor2214                                            (2, 8)   512.00B
Tensor2215                                              (2,)   512.00B
Tensor2216                                              (2,)   512.00B
Tensor2217                                              (2,)   512.00B
Tensor2218                                            (8, 1)   512.00B
Tensor2219                                            (8, 1)   512.00B
Tensor2220                                            (8, 1)   512.00B
Tensor2221                                              (8,)   512.00B
Tensor2222                                              (8,)   512.00B
Tensor2223                                              (8,)   512.00B
Tensor2224                                            (8, 8)   512.00B
Tensor2225                                            (8, 8)   512.00B
Tensor2226                                            (8, 8)   512.00B
Tensor2227                                              (8,)   512.00B
Tensor2228                                              (8,)   512.00B
Tensor2229                                              (8,)   512.00B
Tensor2230                                            (2, 8)   512.00B
Tensor2231                                            (2, 8)   512.00B
Tensor2232                                            (2, 8)   512.00B
Tensor2233                                              (2,)   512.00B
Tensor2234                                              (2,)   512.00B
Tensor2235                                              (2,)   512.00B
Tensor2236                                            (8, 1)   512.00B
Tensor2237                                            (8, 1)   512.00B
Tensor2238                                            (8, 1)   512.00B
Tensor2239                                              (8,)   512.00B
Tensor2240                                              (8,)   512.00B
Tensor2241                                              (8,)   512.00B
Tensor2242                                            (8, 8)   512.00B
Tensor2243                                            (8, 8)   512.00B
Tensor2244                                            (8, 8)   512.00B
Tensor2245                                              (8,)   512.00B
Tensor2246                                              (8,)   512.00B
Tensor2247                                              (8,)   512.00B
Tensor2248                                            (2, 8)   512.00B
Tensor2249                                            (2, 8)   512.00B
Tensor2250                                            (2, 8)   512.00B
Tensor2251                                              (2,)   512.00B
Tensor2252                                              (2,)   512.00B
Tensor2253                                              (2,)   512.00B
Tensor2254                                            (8, 1)   512.00B
Tensor2255                                            (8, 1)   512.00B
Tensor2256                                            (8, 1)   512.00B
Tensor2257                                              (8,)   512.00B
Tensor2258                                              (8,)   512.00B
Tensor2259                                              (8,)   512.00B
Tensor2260                                            (8, 8)   512.00B
Tensor2261                                            (8, 8)   512.00B
Tensor2262                                            (8, 8)   512.00B
Tensor2263                                              (8,)   512.00B
Tensor2264                                              (8,)   512.00B
Tensor2265                                              (8,)   512.00B
Tensor2266                                            (2, 8)   512.00B
Tensor2267                                            (2, 8)   512.00B
Tensor2268                                            (2, 8)   512.00B
Tensor2269                                              (2,)   512.00B
Tensor2270                                              (2,)   512.00B
Tensor2271                                              (2,)   512.00B
Tensor2272                                            (8, 1)   512.00B
Tensor2273                                            (8, 1)   512.00B
Tensor2274                                            (8, 1)   512.00B
Tensor2275                                              (8,)   512.00B
Tensor2276                                              (8,)   512.00B
Tensor2277                                              (8,)   512.00B
Tensor2278                                            (8, 8)   512.00B
Tensor2279                                            (8, 8)   512.00B
Tensor2280                                            (8, 8)   512.00B
Tensor2281                                              (8,)   512.00B
Tensor2282                                              (8,)   512.00B
Tensor2283                                              (8,)   512.00B
Tensor2284                                            (2, 8)   512.00B
Tensor2285                                            (2, 8)   512.00B
Tensor2286                                            (2, 8)   512.00B
Tensor2287                                              (2,)   512.00B
Tensor2288                                              (2,)   512.00B
Tensor2289                                              (2,)   512.00B
Tensor2290                                              (1,)   512.00B
Tensor2291                                              (1,)   512.00B
Tensor2292                                         (1600, 1)     6.50K
Tensor2293                                      (50, 111709)    21.31M
Tensor2294                                           (50, 1)   512.00B
Parameter2295                                         (8, 1)   512.00B
Parameter2295.grad                                    (8, 1)     0.00B
Parameter2296                                           (8,)   512.00B
Parameter2296.grad                                      (8,)     0.00B
Parameter2297                                         (8, 8)   512.00B
Parameter2297.grad                                    (8, 8)     0.00B
Parameter2298                                           (8,)   512.00B
Parameter2298.grad                                      (8,)     0.00B
Parameter2299                                         (2, 8)   512.00B
Parameter2299.grad                                    (2, 8)     0.00B
Parameter2300                                           (2,)   512.00B
Parameter2300.grad                                      (2,)     0.00B
Parameter2301                                         (8, 1)   512.00B
Parameter2301.grad                                    (8, 1)     0.00B
Parameter2302                                           (8,)   512.00B
Parameter2302.grad                                      (8,)     0.00B
Parameter2303                                         (8, 8)   512.00B
Parameter2303.grad                                    (8, 8)     0.00B
Parameter2304                                           (8,)   512.00B
Parameter2304.grad                                      (8,)     0.00B
Parameter2305                                         (2, 8)   512.00B
Parameter2305.grad                                    (2, 8)     0.00B
Parameter2306                                           (2,)   512.00B
Parameter2306.grad                                      (2,)     0.00B
Parameter2307                                         (8, 1)   512.00B
Parameter2307.grad                                    (8, 1)     0.00B
Parameter2308                                           (8,)   512.00B
Parameter2308.grad                                      (8,)     0.00B
Parameter2309                                         (8, 8)   512.00B
Parameter2309.grad                                    (8, 8)     0.00B
Parameter2310                                           (8,)   512.00B
Parameter2310.grad                                      (8,)     0.00B
Parameter2311                                         (2, 8)   512.00B
Parameter2311.grad                                    (2, 8)     0.00B
Parameter2312                                           (2,)   512.00B
Parameter2312.grad                                      (2,)     0.00B
Parameter2313                                         (8, 1)   512.00B
Parameter2313.grad                                    (8, 1)     0.00B
Parameter2314                                           (8,)   512.00B
Parameter2314.grad                                      (8,)     0.00B
Parameter2315                                         (8, 8)   512.00B
Parameter2315.grad                                    (8, 8)     0.00B
Parameter2316                                           (8,)   512.00B
Parameter2316.grad                                      (8,)     0.00B
Parameter2317                                         (2, 8)   512.00B
Parameter2317.grad                                    (2, 8)     0.00B
Parameter2318                                           (2,)   512.00B
Parameter2318.grad                                      (2,)     0.00B
Parameter2319                                         (8, 1)   512.00B
Parameter2319.grad                                    (8, 1)     0.00B
Parameter2320                                           (8,)   512.00B
Parameter2320.grad                                      (8,)     0.00B
Parameter2321                                         (8, 8)   512.00B
Parameter2321.grad                                    (8, 8)     0.00B
Parameter2322                                           (8,)   512.00B
Parameter2322.grad                                      (8,)     0.00B
Parameter2323                                         (2, 8)   512.00B
Parameter2323.grad                                    (2, 8)     0.00B
Parameter2324                                           (2,)   512.00B
Parameter2324.grad                                      (2,)     0.00B
Tensor2325                                         (1600, 1)     6.50K
Tensor2326                                         (1600, 1)     6.50K
Tensor2327                                         (1600, 1)     6.50K
Tensor2328                                         (1600, 1)     6.50K
Tensor2329                                         (1600, 1)     6.50K
Tensor2330                                              (1,)   512.00B
Tensor2331                                              (1,)   512.00B
Tensor2332                                              (1,)   512.00B
Tensor2333                                              (1,)   512.00B
Tensor2334                                              (1,)   512.00B
Tensor2335                                              (1,)   512.00B
Tensor2336                                              (1,)   512.00B
Tensor2337                                              (1,)   512.00B
Tensor2338                                         (1600, 1)     6.50K
Tensor2339                                         (1600, 1)     6.50K
Tensor2340                                         (1600, 1)     6.50K
Tensor2341                                         (1600, 1)     6.50K
Tensor2342                                         (1600, 1)     6.50K
Tensor2343                                         (1600, 1)     6.50K
Tensor2344                                         (1600, 1)     6.50K
Tensor2345                                         (1600, 1)     6.50K
Tensor2346                                         (1600, 1)     6.50K
Tensor2347                                         (1600, 1)     6.50K
Tensor2348                                         (1600, 1)     0.00B
Tensor2349                                              (1,)   512.00B
Tensor2350                                              (1,)   512.00B
Tensor2351                                              (1,)   512.00B
Tensor2352                                              (1,)   512.00B
Tensor2353                                              (1,)   512.00B
Tensor2354                                              (1,)   512.00B
Tensor2355                                              (1,)   512.00B
Tensor2356                                              (1,)   512.00B
Tensor2357                                              (1,)   512.00B
Tensor2358                                         (1600, 1)     6.50K
Tensor2359                                         (111709,)   436.50K
Tensor2360                                         (111709,)   436.50K
Tensor2361                                            (8, 1)   512.00B
Tensor2362                                            (8, 8)   512.00B
Tensor2363                                            (2, 8)   512.00B
Tensor2364                                            (8, 1)   512.00B
Tensor2365                                            (8, 8)   512.00B
Tensor2366                                            (2, 8)   512.00B
Tensor2367                                            (8, 1)   512.00B
Tensor2368                                            (8, 8)   512.00B
Tensor2369                                            (2, 8)   512.00B
Tensor2370                                            (8, 1)   512.00B
Tensor2371                                            (8, 8)   512.00B
Tensor2372                                            (2, 8)   512.00B
Tensor2373                                            (8, 1)   512.00B
Tensor2374                                            (8, 8)   512.00B
Tensor2375                                            (2, 8)   512.00B
Tensor2376                                              (1,)   512.00B
Tensor2377                                              (1,)   512.00B
Tensor2378                                              (1,)   512.00B
Tensor2379                                              (1,)   512.00B
Tensor2380                                              (1,)   512.00B
Parameter2381                                       (11170,)    44.00K
Parameter2382                                (64, 175, 1746)    74.60M
Parameter2383                                 (64, 175, 175)     7.48M
Parameter2384                                        (2234,)     9.00K
Parameter2385                                  (64, 35, 175)     1.50M
Parameter2386                                   (64, 35, 35)   306.50K
Parameter2387                                        (1117,)     4.50K
Parameter2388                                  (16, 70, 140)   612.50K
Parameter2389                                   (16, 70, 70)   306.50K
Parameter2390                                       (256, 1)     1.00K
Parameter2391                                         (256,)     1.00K
Tensor2392                                          (256, 1)     1.00K
Tensor2393                                            (256,)     2.00K
Parameter2394                                    (256, 1117)     1.09M
Parameter2395                                         (256,)     1.00K
Parameter2396                                       (2, 256)     2.00K
Parameter2397                                           (2,)   512.00B
Tensor2398                                          (2, 256)     2.00K
Tensor2399                                              (2,)   512.00B
Parameter2400                                       (256, 1)     1.00K
Parameter2401                                         (256,)     1.00K
Tensor2402                                          (256, 1)     1.00K
Tensor2403                                            (256,)     2.00K
Parameter2404                                    (256, 1117)     1.09M
Parameter2405                                         (256,)     1.00K
Parameter2406                                       (2, 256)     2.00K
Parameter2407                                           (2,)   512.00B
Tensor2408                                          (2, 256)     2.00K
Tensor2409                                              (2,)   512.00B
Parameter2410                                       (256, 1)     1.00K
Parameter2411                                         (256,)     1.00K
Tensor2412                                          (256, 1)     1.00K
Tensor2413                                            (256,)     2.00K
Parameter2414                                    (256, 1117)     1.09M
Parameter2415                                         (256,)     1.00K
Parameter2416                                       (2, 256)     2.00K
Parameter2417                                           (2,)   512.00B
Tensor2418                                          (2, 256)     2.00K
Tensor2419                                              (2,)   512.00B
Parameter2420                                     (256, 256)   256.00K
Parameter2421                                         (256,)     1.00K
Tensor2422                                        (256, 256)   256.00K
